Fahrtlänge;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;7392;13331;13331;13331;7392;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331;13331
Fahrtnummer;7321001;7321003;7321005;7321007;7321055;7321009;7321019;7321059;7321073;7321057;7321011;7321061;7321063;7321113;7321013;7321015;7321069;7321017;7321121;7321021;7321071;7321023;7321025;7321075;7321027;7321129;7321079;7321029;7321031;7321081;7321051;7321137;7321033;7321083;7321035;7321037;7321087;7321039;7321145;7321041;7321093;7321043;7321045;7321095;7321147;7321047;7321097;7321101;7321065;7321067;7321049;7321099;7321053;7321103;7321105;7321091
Fußnoten für Fahrplanbuch;[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1];[1]
Durchbindung von;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durchbindung auf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Bahnhof, Mast 4;05:00;05:35;06:00;06:35;06:35;07:00;07:35;07:35;07:50;08:00;08:35;08:35;09:35;09:50;10:00;11:00;11:00;;11:50;12:00;12:00;;13:00;13:00;13:35;13:50;14:00;14:00;15:00;15:00;15:35;15:50;16:00;16:00;16:35;17:00;17:00;17:35;17:50;18:00;18:35;18:35;19:35;19:35;19:50;20:35;20:35;21:35;21:35;21:50;22:35;22:35;23:35;23:35;23:35;00:35
Ravensburg, Wilhelmstraße, Mast 3;05:02;05:40;06:05;06:40;06:40;07:05;07:40;07:40;07:52;08:05;08:40;08:40;09:40;09:52;10:05;11:05;11:05;11:50;11:52;12:05;12:05;12:55;13:05;13:05;13:40;13:52;14:05;14:05;15:05;15:05;15:40;15:52;16:05;16:05;16:40;17:05;17:05;17:40;17:52;18:05;18:40;18:40;19:40;19:40;19:52;20:40;20:40;21:40;21:40;21:52;22:40;22:40;23:40;23:40;23:40;00:40
Ravensburg, Gänsbühl, Mast 1;05:03;05:41;06:06;06:41;06:41;07:06;07:41;07:41;07:53;08:06;08:41;08:41;09:41;09:53;10:06;11:06;11:06;11:51;11:53;12:06;12:06;12:56;13:06;13:06;13:41;13:53;14:06;14:06;15:06;15:06;15:41;15:53;16:06;16:06;16:41;17:06;17:06;17:41;17:53;18:06;18:41;18:41;19:41;19:41;19:53;20:41;20:41;21:41;21:41;21:53;22:41;22:41;23:41;23:41;23:41;00:41
Ravensburg, Abzw. Hinzistobel, Mast 1;05:04;05:42;06:07;06:42;06:42;07:07;07:42;07:42;07:54;08:07;08:42;08:42;09:42;09:54;10:07;11:07;11:07;11:52;11:54;12:07;12:07;12:57;13:07;13:07;13:42;13:54;14:07;14:07;15:07;15:07;15:42;15:54;16:07;16:07;16:42;17:07;17:07;17:42;17:54;18:07;18:42;18:42;19:42;19:42;19:54;20:42;20:42;21:42;21:42;21:54;22:42;22:42;23:42;23:42;23:42;00:42
Ravensburg, Schornreute, Mast 1;05:05;05:43;06:08;06:43;06:43;07:08;07:43;07:43;07:55;08:08;08:43;08:43;09:43;09:55;10:08;11:08;11:08;11:53;11:55;12:08;12:08;12:58;13:08;13:08;13:43;13:55;14:08;14:08;15:08;15:08;15:43;15:55;16:08;16:08;16:43;17:08;17:08;17:43;17:55;18:08;18:43;18:43;19:43;19:43;19:55;20:43;20:43;21:43;21:43;21:55;22:43;22:43;23:43;23:43;23:43;00:43
Ravensburg, Abzw. Flappach, Mast 1;05:06;05:44;06:09;06:44;06:44;07:09;07:44;07:44;07:56;08:09;08:44;08:44;09:44;09:56;10:09;11:09;11:09;11:54;11:56;12:09;12:09;12:59;13:09;13:09;13:44;13:56;14:09;14:09;15:09;15:09;15:44;15:56;16:09;16:09;16:44;17:09;17:09;17:44;17:56;18:09;18:44;18:44;19:44;19:44;19:56;20:44;20:44;21:44;21:44;21:56;22:44;22:44;23:44;23:44;23:44;00:44
RV, Knollengraben, Mast 1;05:07;05:46;06:10;06:46;06:46;07:10;07:46;07:46;07:57;08:10;08:46;08:46;09:46;09:57;10:11;11:11;11:11;11:56;11:57;12:11;12:11;13:01;13:10;13:11;13:46;13:57;14:11;14:11;15:11;15:11;15:46;15:57;16:11;16:11;16:46;17:11;17:11;17:46;17:57;18:11;18:46;18:46;19:46;19:46;19:57;20:46;20:46;21:46;21:46;21:57;22:46;22:46;23:46;23:46;23:46;00:46
Grünkraut, Staig, Mast 1;05:08;05:47;06:11;06:47;06:47;07:11;07:47;07:47;07:58;08:11;08:47;08:47;09:47;09:58;10:12;11:12;11:12;11:57;11:58;12:12;12:12;13:02;13:11;13:12;13:47;13:58;14:12;14:12;15:12;15:12;15:47;15:58;16:12;16:12;16:47;17:12;17:12;17:47;17:58;18:12;18:47;18:47;19:47;19:47;19:58;20:47;20:47;21:47;21:47;21:58;22:47;22:47;23:47;23:47;23:47;00:47
Grünkraut Gullen, Kindt, Mast 1;05:09;05:48;06:13;06:48;06:48;07:12;07:48;07:48;07:59;08:13;08:48;08:48;09:48;09:59;10:13;11:13;11:13;11:58;11:59;12:13;12:13;13:03;13:13;13:13;13:48;13:59;14:13;14:13;15:13;15:13;15:48;15:59;16:13;16:13;16:48;17:13;17:13;17:48;17:59;18:13;18:48;18:48;19:48;19:48;19:59;20:48;20:48;21:48;21:48;21:59;22:48;22:48;23:48;23:48;23:48;00:48
Grünkraut Gullen, Sonnenhof, Mast 1;05:10;05:49;06:14;06:49;06:49;07:13;07:49;07:49;08:00;08:14;08:49;08:49;09:49;10:00;10:14;11:14;11:14;11:59;12:00;12:14;12:14;13:04;13:14;13:14;13:49;14:00;14:14;14:14;15:14;15:14;15:49;16:00;16:14;16:14;16:49;17:14;17:14;17:49;18:00;18:14;18:49;18:49;19:49;19:49;20:00;20:49;20:49;21:49;21:49;22:00;22:49;22:49;23:49;23:49;23:49;00:49
Grünkraut, Herrenfeld 2, Mast 1;05:11;05:50;06:15;06:50;06:50;07:14;07:50;07:50;08:01;08:16;08:50;08:50;09:50;10:01;10:15;11:15;11:15;12:00;12:01;12:15;12:15;13:05;13:15;13:15;13:50;14:01;14:15;14:15;15:15;15:15;15:50;16:01;16:15;16:15;16:50;17:15;17:15;17:50;18:01;18:15;18:50;18:50;19:50;19:50;20:01;20:50;20:50;21:50;21:50;22:01;22:50;22:50;23:50;23:50;23:50;00:50
Grünkraut, Herrenfeld 1, Mast 1;05:12;05:51;06:16;06:51;06:51;07:15;07:51;07:51;08:02;08:17;08:51;08:51;09:51;10:02;10:16;11:16;11:16;12:01;12:02;12:16;12:16;13:06;13:16;13:16;13:51;14:02;14:16;14:16;15:16;15:16;15:51;16:02;16:16;16:16;16:51;17:16;17:16;17:51;18:02;18:16;18:51;18:51;19:51;19:51;20:02;20:51;20:51;21:51;21:51;22:02;22:51;22:51;23:51;23:51;23:51;00:51
Grünkraut, Ortsmitte, Mast 1;05:13;05:52;06:17;06:52;06:52;07:16;07:52;07:52;08:03;08:18;08:52;08:52;09:52;10:03;10:17;11:17;11:17;12:02;12:03;12:17;12:17;13:07;13:17;13:17;13:52;14:03;14:17;14:17;15:17;15:17;15:52;16:03;16:17;16:17;16:52;17:17;17:17;17:52;18:03;18:17;18:52;18:52;19:52;19:52;20:03;20:52;20:52;21:52;21:52;22:03;22:52;22:52;23:52;23:52;23:52;00:52
Grünkraut, Festhalle, Mast 1;05:14;05:53;06:18;06:53;06:53;07:17;07:53;07:53;08:04;08:19;08:53;08:53;09:53;10:04;10:18;11:18;11:18;12:03;12:04;12:18;12:18;13:08;13:18;13:18;13:53;14:04;14:18;14:18;15:18;15:18;15:53;16:04;16:18;16:18;16:53;17:18;17:18;17:53;18:04;18:18;18:53;18:53;19:53;19:53;20:04;20:53;20:53;21:53;21:53;22:04;22:53;22:53;23:53;23:53;23:53;00:53
Grünkraut, Hübschenberg, Mast 1;05:15;05:54;06:19;06:54;06:54;07:18;07:54;07:54;08:05;08:20;08:54;08:54;09:54;10:05;10:19;11:19;11:19;;12:05;12:19;12:19;;13:19;13:19;13:54;14:05;14:19;14:19;15:19;15:19;15:54;16:05;16:19;16:19;16:54;17:19;17:19;17:54;18:05;18:19;18:54;18:54;19:54;19:54;20:05;20:54;20:54;21:54;21:54;22:05;22:54;22:54;23:54;23:54;23:54;00:54
Grünkraut, Sigmarshofen, Mast 1;05:16;05:55;06:20;06:55;06:55;07:19;07:55;07:55;08:06;08:22;08:55;08:55;09:55;10:06;10:20;11:20;11:20;;12:06;12:20;12:20;;13:20;13:20;13:55;14:06;14:20;14:20;15:20;15:20;15:55;16:06;16:20;16:20;16:55;17:20;17:20;17:55;18:06;18:20;18:55;18:55;19:55;19:55;20:06;20:55;20:55;21:55;21:55;22:06;22:55;22:55;23:55;23:55;23:55;00:55
Bodnegg, Abzw. Wollmarshofen, Mast 1;05:17;05:56;06:21;06:56;06:56;07:20;07:56;07:56;08:07;08:23;08:56;08:56;09:56;10:07;10:21;11:21;11:21;;12:07;12:21;12:21;;13:21;13:21;13:56;14:07;14:21;14:21;15:21;15:21;15:56;16:07;16:21;16:21;16:56;17:21;17:21;17:56;18:07;18:21;18:56;18:56;19:56;19:56;20:07;20:56;20:56;21:56;21:56;22:07;22:56;22:56;23:56;23:56;23:56;00:56
Bodnegg Rosenharz, Mast 1;05:18;05:57;06:22;06:57;06:57;07:21;07:57;07:57;08:08;08:25;08:57;08:57;09:57;10:08;10:22;11:22;11:22;;12:08;12:22;12:22;;13:22;13:22;13:57;14:08;14:22;14:22;15:22;15:22;15:57;16:08;16:22;16:22;16:57;17:22;17:22;17:57;18:08;18:22;18:57;18:57;19:57;19:57;20:08;20:57;20:57;21:57;21:57;22:08;22:57;22:57;23:57;23:57;23:57;00:57
Bodnegg Widdum, Mast 1;05:19;05:58;06:23;06:58;06:58;07:22;07:58;07:58;08:09;08:26;08:58;08:58;09:58;10:09;10:23;11:23;11:23;;12:09;12:23;12:23;;13:23;13:23;13:58;14:09;14:23;14:23;15:23;15:23;15:58;16:09;16:23;16:23;16:58;17:23;17:23;17:58;18:09;18:23;18:58;18:58;19:58;19:58;20:09;20:58;20:58;21:58;21:58;22:09;22:58;22:58;23:58;23:58;23:58;00:58
Bodnegg, Engel, Mast 1;05:20;05:59;06:24;06:59;06:59;07:23;07:59;07:59;08:10;08:27;08:59;08:59;09:59;10:10;10:24;11:24;11:24;;12:10;12:24;12:24;;13:24;13:24;13:59;14:10;14:24;14:24;15:24;15:24;15:59;16:10;16:24;16:24;16:59;17:24;17:24;17:59;18:10;18:24;18:59;18:59;19:59;19:59;20:10;20:59;20:59;21:59;21:59;22:10;22:59;22:59;23:59;23:59;23:59;00:59
Bodnegg, Schule, Mast 1;05:21;06:00;06:25;07:00;07:00;07:25;08:00;08:00;08:11;08:30;09:00;09:00;10:00;10:11;10:25;11:25;11:25;;12:11;12:25;12:25;;13:25;13:25;14:00;14:11;14:25;14:25;15:25;15:25;16:00;16:11;16:25;16:25;17:00;17:25;17:25;18:00;18:11;18:25;19:00;19:00;20:00;20:00;20:11;21:00;21:00;22:00;22:00;22:11;23:00;23:00;00:00;00:00;00:00;01:00
