Durchbindung von;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durchbindung auf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Bahnhof, Mast 14;10:12;10:12;10:12;10:12;10:12;10:12;11:12;11:12;11:12;11:12;11:12;11:12;12:12;12:12;12:12;12:12;12:12;12:12;13:12;13:12;13:12;13:12;13:12;13:12;14:12;14:12;14:12;14:12;14:12;14:12;15:12;15:12;15:12;15:12;15:12;15:12;16:12;16:12;16:12;16:12;16:12;16:12;17:12;17:12;17:12;17:12;17:12;17:12;18:12;18:12;18:12;18:12;18:12;18:12;19:12;19:12;19:12;19:12;19:12;19:12
Ravensburg, Schussenstraße, Mast 1;-;-;10:15;-;10:15;10:15;11:15;-;-;-;11:15;11:15;-;-;-;12:15;12:15;12:15;-;-;-;13:15;13:15;13:15;14:15;-;-;-;14:15;14:15;-;-;-;15:15;15:15;15:15;-;-;-;16:15;16:15;16:15;17:15;-;-;17:15;-;17:15;-;-;-;18:15;18:15;18:15;-;-;19:15;-;19:15;19:15
Ravensburg, Wilhelmstraße, Mast 1;10:15;10:15;-;10:15;-;-;-;11:15;11:15;11:15;-;-;12:15;12:15;12:15;-;-;-;13:15;13:15;13:15;-;-;-;-;14:15;14:15;14:15;-;-;15:15;15:15;15:15;-;-;-;16:15;16:15;16:15;-;-;-;-;17:15;17:15;-;17:15;-;18:15;18:15;18:15;-;-;-;19:15;19:15;-;19:15;-;-
Ravensburg, Gänsbühl, Mast 1;10:16;10:16;10:18;10:16;10:18;10:18;11:18;11:16;11:16;11:16;11:18;11:18;12:16;12:16;12:16;12:18;12:18;12:18;13:16;13:16;13:16;13:18;13:18;13:18;14:18;14:16;14:16;14:16;14:18;14:18;15:16;15:16;15:16;15:18;15:18;15:18;16:16;16:16;16:16;16:18;16:18;16:18;17:18;17:16;17:16;17:18;17:16;17:18;18:16;18:16;18:16;18:18;18:18;18:18;19:16;19:16;19:18;19:16;19:18;19:18
Ravensburg, Abzw. Hinzistobel, Mast 1;10:17;10:17;10:20;10:17;10:20;10:20;11:20;11:17;11:17;11:17;11:20;11:20;12:17;12:17;12:17;12:20;12:20;12:20;13:17;13:17;13:17;13:20;13:20;13:20;14:20;14:17;14:17;14:17;14:20;14:20;15:17;15:17;15:17;15:20;15:20;15:20;16:17;16:17;16:17;16:20;16:20;16:20;17:20;17:17;17:17;17:20;17:17;17:20;18:17;18:17;18:17;18:20;18:20;18:20;19:17;19:17;19:20;19:17;19:20;19:20
Ravensburg, Schornreute, Mast 1;10:18;10:18;10:21;10:18;10:21;10:21;11:21;11:18;11:18;11:18;11:21;11:21;12:18;12:18;12:18;12:21;12:21;12:21;13:18;13:18;13:18;13:21;13:21;13:21;14:21;14:18;14:18;14:18;14:21;14:21;15:18;15:18;15:18;15:21;15:21;15:21;16:18;16:18;16:18;16:21;16:21;16:21;17:21;17:18;17:18;17:21;17:18;17:21;18:18;18:18;18:18;18:21;18:21;18:21;19:18;19:18;19:21;19:18;19:21;19:21
Ravensburg, Abzw. Flappach, Mast 3;10:19;10:19;10:22;10:19;10:22;10:22;11:22;11:19;11:19;11:19;11:22;11:22;12:19;12:19;12:19;12:22;12:22;12:22;13:19;13:19;13:19;13:22;13:22;13:22;14:22;14:19;14:19;14:19;14:22;14:22;15:19;15:19;15:19;15:22;15:22;15:22;16:19;16:19;16:19;16:22;16:22;16:22;17:22;17:19;17:19;17:22;17:19;17:22;18:19;18:19;18:19;18:22;18:22;18:22;19:19;19:19;19:22;19:19;19:22;19:22
Ravensburg, Flappachbad, Mast 1;10:22;10:22;10:25;10:22;10:25;10:25;11:25;11:22;11:22;11:22;11:25;11:25;12:22;12:22;12:22;12:25;12:25;12:25;13:22;13:22;13:22;13:25;13:25;13:25;14:25;14:22;14:22;14:22;14:25;14:25;15:22;15:22;15:22;15:25;15:25;15:25;16:22;16:22;16:22;16:25;16:25;16:25;17:25;17:22;17:22;17:25;17:22;17:25;18:22;18:22;18:22;18:25;18:25;18:25;19:22;19:22;19:25;19:22;19:25;19:25
