Fahrtlänge;3898;3898;3898;3898;1461;1461;1033;3898;3898;3898;3898;3898;3898;1494;1494;1494;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;1837;1837;1837;1837;3898;3898;3898;3898;1494;1494;1494;3898;3898;3898;3898;3898;3898;4540;4540;4540;3898;3898;3898;3898;3898;1837;2479;2479;2479;3898;3898;4540;4540;1494;1494;1494;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;2844;2844;3898;3898;3898;3898;2479;1837;2479;2479;3898;4540;3898;4540;1494;1494;1494;3898;3898;3898;3898;3898;3898;3898;3898;4540;3898;3898;3898;3898;3898;1837;2479;2479;2479;3898;3898;4540;4540;1494;1494;1494;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;3898;1837;1837;1837;1837;1837;2479;2479;2479;3898;3898;4540;4540;1494;1494;1494;3898;3898;1837;1837;1837;1837;3898;3898;3898;3898;3898;3898;3898;3898;1837;1837;1837;1837;1837;1837;1837;1837;1837;1494;1494;1494;3898;3898;1837;1837;1837;1837;1837;1837;1837;1837;1837;1837;1837;1837;3898;3898;1837;1837;1837;1837
Fahrtnummer;7306001;7306001;7306003;7306003;7306201;7306201;7306059;7306005;7306005;7306101;7306007;7306007;7306101;7306203;7306203;7306203;7306009;7306103;7306009;7306103;7306011;7306105;7306011;7306105;7306205;7306205;7306013;7306107;7306107;7306013;7306207;7306207;7306207;7306207;7306015;7306015;7306109;7306109;7306209;7306209;7306209;7306017;7306111;7306017;7306111;7306019;7306113;7306019;7306113;7306211;7306211;7306021;7306021;7306115;7306115;7306213;7306213;7306213;7306213;7306023;7306117;7306023;7306117;7306215;7306215;7306215;7306025;7306119;7306119;7306025;7306121;7306027;7306027;7306121;7306217;7306217;7306061;7306061;7306029;7306123;7306029;7306123;7306219;7306219;7306219;7306219;7306031;7306031;7306125;7306125;7306221;7306221;7306221;7306033;7306127;7306127;7306033;7306035;7306129;7306035;7306129;7306223;7306223;7306037;7306131;7306037;7306131;7306225;7306225;7306225;7306225;7306039;7306133;7306039;7306133;7306227;7306227;7306227;7306041;7306135;7306041;7306135;7306043;7306137;7306043;7306137;7306229;7306229;7306045;7306045;7306139;7306139;7306139;7306139;7306231;7306231;7306231;7306231;7306141;7306047;7306047;7306141;7306233;7306233;7306233;7306049;7306049;7306143;7306143;7306143;7306143;7306051;7306051;7306145;7306145;7306235;7306235;7306053;7306053;7306237;7306237;7306237;7306237;7306055;7306055;7306055;7306055;7306055;7306239;7306239;7306239;7306241;7306241;7306243;7306243;7306243;7306243;7306057;7306057;7306147;7306057;7306057;7306147;7306147;7306147;7306245;7306245;7306149;7306149;7306149;7306149
Fußnoten für Fahrplanbuch;Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie, 1 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1]
Durchbindung von;7306 / 2 / 05:59 - 06:08;7306 / 2 / 05:59 - 06:08;7306 / 2 / 06:23 - 06:38;7306 / 2 / 06:23 - 06:38;;;;7306 / 2 / 06:53 - 07:08;7306 / 2 / 06:53 - 07:08;;7306 / 2 / 07:23 - 07:38;7306 / 2 / 07:23 - 07:38;;;;;7306 / 2 / 07:53 - 08:08;;7306 / 2 / 07:53 - 08:08;;7306 / 2 / 08:23 - 08:38;;7306 / 2 / 08:23 - 08:38;;;;;;;;7301 / 2 / 08:49 - 09:30;7301 / 2 / 08:49 - 09:30;7301 / 2 / 08:49 - 09:30;7301 / 2 / 08:49 - 09:30;7306 / 2 / 09:23 - 09:38;7306 / 2 / 09:23 - 09:38;;;;;;7306 / 2 / 09:53 - 10:08;;7306 / 2 / 09:53 - 10:08;;;;;;;;7306 / 2 / 10:53 - 11:08;;;;7301 / 2 / 10:49 - 11:30;7301 / 2 / 10:49 - 11:30;7301 / 2 / 10:49 - 11:30;7301 / 2 / 10:49 - 11:30;7306 / 2 / 11:23 - 11:38;;;;;;;;;;;;7306 / 2 / 12:23 - 12:38;7306 / 2 / 12:23 - 12:38;;;;;;7306 / 2 / 12:53 - 13:08;;7306 / 2 / 12:53 - 13:08;;7301 / 2 / 12:49 - 13:30;7301 / 2 / 12:49 - 13:30;7301 / 2 / 12:49 - 13:30;7301 / 2 / 12:49 - 13:30;;;;;;;;;;;;7306 / 2 / 14:23 - 14:38;;7306 / 2 / 14:23 - 14:38;;;;;;;;7301 / 2 / 14:49 - 15:30;7301 / 2 / 14:49 - 15:30;7301 / 2 / 14:49 - 15:30;7301 / 2 / 14:49 - 15:30;;;;;;;;;;;;7306 / 2 / 16:23 - 16:38;;7306 / 2 / 16:23 - 16:38;;;;7306 / 2 / 16:53 - 17:08;7306 / 2 / 16:53 - 17:08;7301 / 2 / 16:34 - 17:15;7301 / 2 / 16:34 - 17:15;7301 / 2 / 16:34 - 17:15;7301 / 2 / 16:34 - 17:15;7301 / 2 / 16:49 - 17:30;7301 / 2 / 16:49 - 17:30;7301 / 2 / 16:49 - 17:30;7301 / 2 / 16:49 - 17:30;;;;;;;;;;7301 / 2 / 17:34 - 18:15;7301 / 2 / 17:34 - 18:15;7301 / 2 / 17:34 - 18:15;7301 / 2 / 17:34 - 18:15;;;;;;;7306 / 2 / 18:53 - 19:08;7306 / 2 / 18:53 - 19:08;7301 / 2 / 18:49 - 19:30;7301 / 2 / 18:49 - 19:30;7301 / 2 / 18:49 - 19:30;7301 / 2 / 18:49 - 19:30;7301 / 2 / 19:04 - 19:45;7301 / 2 / 19:04 - 19:45;7301 / 2 / 19:04 - 19:45;7301 / 2 / 19:04 - 19:45;7301 / 2 / 19:04 - 19:45;;;;;;7301 / 2 / 20:49 - 21:30;7301 / 2 / 20:49 - 21:30;7301 / 2 / 20:49 - 21:30;7301 / 2 / 20:49 - 21:30;7301 / 2 / 21:19 - 22:00;7301 / 2 / 21:19 - 22:00;7301 / 2 / 21:19 - 22:00;7301 / 2 / 21:19 - 22:00;7301 / 2 / 21:19 - 22:00;7301 / 2 / 21:19 - 22:00;7301 / 2 / 21:19 - 22:00;7301 / 2 / 21:19 - 22:00;;;7301 / 2 / 22:19 - 23:00;7301 / 2 / 22:19 - 23:00;7301 / 2 / 22:19 - 23:00;7301 / 2 / 22:19 - 23:00
Durchbindung auf;7306 / 2 / 06:23 - 06:38;7306 / 2 / 06:23 - 06:38;7306 / 2 / 06:53 - 07:08;7306 / 2 / 06:53 - 07:08;;;7306 / 2 / 06:59 - 07:10;7306 / 2 / 07:23 - 07:38;7306 / 2 / 07:23 - 07:38;;7306 / 2 / 07:53 - 08:08;7306 / 2 / 07:53 - 08:08;;7301 / 1 / 08:09 - 08:45;7301 / 1 / 08:09 - 08:45;7301 / 1 / 08:09 - 08:45;7306 / 2 / 08:23 - 08:38;;7306 / 2 / 08:23 - 08:38;;7306 / 2 / 08:53 - 09:08;;7306 / 2 / 08:53 - 09:08;;;;7306 / 2 / 09:23 - 09:38;;;7306 / 2 / 09:23 - 09:38;;;;;7306 / 2 / 09:53 - 10:08;7306 / 2 / 09:53 - 10:08;;;7301 / 1 / 10:09 - 10:45;7301 / 1 / 10:09 - 10:45;7301 / 1 / 10:09 - 10:45;7306 / 2 / 10:23 - 10:38;;7306 / 2 / 10:23 - 10:38;;7306 / 2 / 10:53 - 11:08;;7306 / 2 / 10:54 - 11:08;;;;7306 / 2 / 11:23 - 11:38;7306 / 2 / 11:23 - 11:38;;;;;;;7306 / 2 / 11:53 - 12:08;;7306 / 2 / 11:54 - 12:08;;7301 / 1 / 12:09 - 12:45;7301 / 1 / 12:09 - 12:45;7301 / 1 / 12:09 - 12:45;7306 / 2 / 12:23 - 12:38;;;7306 / 2 / 12:23 - 12:38;;7306 / 2 / 12:53 - 13:08;7306 / 2 / 12:53 - 13:08;;;;7306 / 2 / 12:59 - 13:04;7306 / 2 / 12:59 - 13:04;7306 / 2 / 13:23 - 13:38;;7306 / 2 / 13:23 - 13:38;;;;;;7306 / 2 / 13:53 - 14:08;7306 / 2 / 13:54 - 14:08;;;7301 / 1 / 14:09 - 14:45;7301 / 1 / 14:09 - 14:45;7301 / 1 / 14:09 - 14:45;7306 / 2 / 14:23 - 14:38;;;7306 / 2 / 14:23 - 14:38;7306 / 2 / 14:53 - 15:08;;7306 / 2 / 14:53 - 15:08;;;;7306 / 2 / 15:23 - 15:38;;7306 / 2 / 15:23 - 15:38;;;;;;7306 / 2 / 15:53 - 16:08;;7306 / 2 / 15:54 - 16:08;;7301 / 1 / 16:09 - 16:45;7301 / 1 / 16:09 - 16:45;7301 / 1 / 16:09 - 16:45;7306 / 2 / 16:23 - 16:38;;7306 / 2 / 16:23 - 16:38;;7306 / 2 / 16:53 - 17:08;;7306 / 2 / 16:53 - 17:08;;;;7306 / 2 / 17:23 - 17:38;7306 / 2 / 17:23 - 17:38;;;;;;;;;;7306 / 2 / 17:53 - 18:08;7306 / 2 / 17:54 - 18:08;;7301 / 1 / 18:09 - 18:45;7301 / 1 / 18:09 - 18:45;7301 / 1 / 18:09 - 18:45;7306 / 2 / 18:23 - 18:38;7306 / 2 / 18:23 - 18:38;;;;;7306 / 2 / 18:53 - 19:08;7306 / 2 / 18:53 - 19:08;;;;;7306 / 2 / 19:23 - 19:38;7306 / 2 / 19:23 - 19:38;;;;;7306 / 2 / 19:53 - 20:01;7306 / 2 / 19:53 - 20:01;7306 / 2 / 19:53 - 20:01;7306 / 2 / 19:53 - 20:01;7306 / 2 / 19:53 - 20:01;7301 / 1 / 20:09 - 20:45;7301 / 1 / 20:09 - 20:45;7301 / 1 / 20:09 - 20:45;;;;;;;7306 / 2 / 22:06 - 22:14;7306 / 2 / 22:06 - 22:14;;7306 / 2 / 22:06 - 22:14;7306 / 2 / 22:06 - 22:14;;;;;;7306 / 2 / 23:06 - 23:14;7306 / 2 / 23:06 - 23:14;7306 / 2 / 23:06 - 23:14;7306 / 2 / 23:06 - 23:14
Weingarten, Lerchenfeld, Mast 3;06:10;06:10;06:40;06:40;;;;07:10;07:10;07:40;07:40;07:40;07:40;08:04;08:04;08:04;08:10;08:10;08:10;08:10;08:40;08:40;08:40;08:40;08:45;08:45;09:10;09:10;09:10;09:10;;;;;09:40;09:40;09:40;09:40;10:04;10:04;10:04;10:10;10:10;10:10;10:10;10:40;10:40;10:40;10:40;10:45;10:45;11:10;11:10;11:10;11:10;;;;;11:40;11:40;11:40;11:40;12:04;12:04;12:04;12:10;12:10;12:10;12:10;12:40;12:40;12:40;12:40;12:45;12:45;;;13:10;13:10;13:10;13:10;;;;;13:40;13:40;13:40;13:40;14:04;14:04;14:04;14:10;14:10;14:10;14:10;14:40;14:40;14:40;14:40;14:45;14:45;15:10;15:10;15:10;15:10;;;;;15:40;15:40;15:40;15:40;16:04;16:04;16:04;16:10;16:10;16:10;16:10;16:40;16:40;16:40;16:40;16:45;16:45;17:10;17:10;;;;;;;;;17:40;17:40;17:40;17:40;18:04;18:04;18:04;18:10;18:10;;;;;18:40;18:40;18:40;18:40;18:45;18:45;19:10;19:10;;;;;;;;;;20:04;20:04;20:04;20:45;20:45;;;;;;;;;;;;;22:32;22:32;;;;
Weingarten, Hl.-Geist-Kirche, Mast 1;06:11;06:11;06:41;06:41;;;;07:11;07:11;07:41;07:41;07:41;07:41;08:05;08:05;08:05;08:11;08:11;08:11;08:11;08:41;08:41;08:41;08:41;08:46;08:46;09:11;09:11;09:11;09:11;;;;;09:41;09:41;09:41;09:41;10:05;10:05;10:05;10:11;10:11;10:11;10:11;10:41;10:41;10:41;10:41;10:46;10:46;11:11;11:11;11:11;11:11;;;;;11:41;11:41;11:41;11:41;12:05;12:05;12:05;12:11;12:11;12:11;12:11;12:41;12:41;12:41;12:41;12:46;12:46;;;13:11;13:11;13:11;13:11;;;;;13:41;13:41;13:41;13:41;14:05;14:05;14:05;14:11;14:11;14:11;14:11;14:41;14:41;14:41;14:41;14:46;14:46;15:11;15:11;15:11;15:11;;;;;15:41;15:41;15:41;15:41;16:05;16:05;16:05;16:11;16:11;16:11;16:11;16:41;16:41;16:41;16:41;16:46;16:46;17:11;17:11;;;;;;;;;17:41;17:41;17:41;17:41;18:05;18:05;18:05;18:11;18:11;;;;;18:41;18:41;18:41;18:41;18:46;18:46;19:11;19:11;;;;;;;;;;20:05;20:05;20:05;20:46;20:46;;;;;;;;;;;;;22:33;22:33;;;;
Weingarten, Schulzentrum, Mast 1;06:12;06:12;06:42;06:42;;;;07:12;07:12;07:42;07:42;07:42;07:42;08:06;08:06;08:06;08:12;08:12;08:12;08:12;08:42;08:42;08:42;08:42;08:47;08:47;09:12;09:12;09:12;09:12;;;;;09:42;09:42;09:42;09:42;10:06;10:06;10:06;10:12;10:12;10:12;10:12;10:42;10:42;10:42;10:42;10:47;10:47;11:12;11:12;11:12;11:12;;;;;11:42;11:42;11:42;11:42;12:06;12:06;12:06;12:12;12:12;12:12;12:12;12:42;12:42;12:42;12:42;12:47;12:47;12:48;12:48;13:12;13:12;13:12;13:12;;;;;13:42;13:42;13:42;13:42;14:06;14:06;14:06;14:12;14:12;14:12;14:12;14:42;14:42;14:42;14:42;14:47;14:47;15:12;15:12;15:12;15:12;;;;;15:42;15:42;15:42;15:42;16:06;16:06;16:06;16:12;16:12;16:12;16:12;16:42;16:42;16:42;16:42;16:47;16:47;17:12;17:12;;;;;;;;;17:42;17:42;17:42;17:42;18:06;18:06;18:06;18:12;18:12;;;;;18:42;18:42;18:42;18:42;18:47;18:47;19:12;19:12;;;;;;;;;;20:06;20:06;20:06;20:47;20:47;;;;;;;;;;;;;22:34;22:34;;;;
Weingarten, Charlottenplatz, Mast 6;06:14;06:14;06:44;06:44;;;;07:14;07:14;07:44;07:44;07:44;07:44;08:08;08:08;08:08;08:14;08:14;08:14;08:14;08:44;08:44;08:44;08:44;08:49;08:49;09:14;09:14;09:14;09:14;;;;;09:44;09:44;09:44;09:44;10:08;10:08;10:08;10:14;10:14;10:14;10:14;10:44;10:44;10:44;10:44;10:49;10:49;11:14;11:14;11:14;11:14;;;;;11:44;11:44;11:44;11:44;12:08;12:08;12:08;12:14;12:14;12:14;12:14;12:44;12:44;12:44;12:44;12:49;12:49;12:50;12:50;13:14;13:14;13:14;13:14;;;;;13:44;13:44;13:44;13:44;14:08;14:08;14:08;14:14;14:14;14:14;14:14;14:44;14:44;14:44;14:44;14:49;14:49;15:14;15:14;15:14;15:14;;;;;15:44;15:44;15:44;15:44;16:08;16:08;16:08;16:14;16:14;16:14;16:14;16:44;16:44;16:44;16:44;16:49;16:49;17:14;17:14;;;;;;;;;17:44;17:44;17:44;17:44;18:08;18:08;18:08;18:14;18:14;;;;;18:44;18:44;18:44;18:44;18:49;18:49;19:14;19:14;;;;;;;;;;20:08;20:08;20:08;20:49;20:49;;;;;;;;;;;;;22:36;22:36;;;;
Weingarten, Ev. Stadtkirche, Mast 2;06:15;06:15;06:45;06:45;;;;07:15;07:15;07:45;07:45;07:45;07:45;;;;08:15;08:15;08:15;08:15;08:45;08:45;08:45;08:45;08:50;08:50;09:15;09:15;09:15;09:15;;;;;09:45;09:45;09:45;09:45;;;;10:15;10:15;10:15;10:15;10:45;10:45;10:45;10:45;10:50;10:50;11:15;11:15;11:15;11:15;;;;;11:45;11:45;11:45;11:45;;;;12:15;12:15;12:15;12:15;12:45;12:45;12:45;12:45;12:50;12:50;12:51;12:51;13:15;13:15;13:15;13:15;;;;;13:45;13:45;13:45;13:45;;;;14:15;14:15;14:15;14:15;14:45;14:45;14:45;14:45;14:50;14:50;15:15;15:15;15:15;15:15;;;;;15:45;15:45;15:45;15:45;;;;16:15;16:15;16:15;16:15;16:45;16:45;16:45;16:45;16:50;16:50;17:15;17:15;;;;;;;;;17:45;17:45;17:45;17:45;;;;18:15;18:15;;;;;18:45;18:45;18:45;18:45;18:50;18:50;19:15;19:15;;;;;;;;;;;;;20:50;20:50;;;;;;;;;;;;;22:37;22:37;;;;
Weingarten, Post, Mast 2;06:17;06:17;06:47;06:47;;;;07:17;07:17;07:47;07:47;07:47;07:47;;;;08:17;08:17;08:17;08:17;08:47;08:47;08:47;08:47;08:52;08:52;09:17;09:17;09:17;09:17;09:32;09:32;09:32;09:32;09:47;09:47;09:47;09:47;;;;10:17;10:17;10:17;10:17;10:47;10:47;10:47;10:47;10:52;10:52;11:17;11:17;11:17;11:17;11:32;11:32;11:32;11:32;11:47;11:47;11:47;11:47;;;;12:17;12:17;12:17;12:17;12:47;12:47;12:47;12:47;12:52;12:52;12:53;12:53;13:17;13:17;13:17;13:17;13:32;13:32;13:32;13:32;13:47;13:47;13:47;13:47;;;;14:17;14:17;14:17;14:17;14:47;14:47;14:47;14:47;14:52;14:52;15:17;15:17;15:17;15:17;15:32;15:32;15:32;15:32;15:47;15:47;15:47;15:47;;;;16:17;16:17;16:17;16:17;16:47;16:47;16:47;16:47;16:52;16:52;17:17;17:17;17:17;17:17;17:17;17:17;17:32;17:32;17:32;17:32;17:47;17:47;17:47;17:47;;;;18:17;18:17;18:17;18:17;18:17;18:17;18:47;18:47;18:47;18:47;18:52;18:52;19:17;19:17;19:32;19:32;19:32;19:32;19:47;19:47;19:47;19:47;19:47;;;;20:52;20:52;21:32;21:32;21:32;21:32;22:00;22:00;22:00;22:00;22:00;22:00;22:00;22:00;22:39;22:39;23:00;23:00;23:00;23:00
Weingarten, Konrad-Huber-Str., Mast 1;06:18;06:18;06:48;06:48;06:53;06:53;;07:18;07:18;07:48;07:48;07:48;07:48;;;;08:18;08:18;08:18;08:18;08:48;08:48;08:48;08:48;08:53;08:53;09:18;09:18;09:18;09:18;09:33;09:33;09:33;09:33;09:48;09:48;09:48;09:48;;;;10:18;10:18;10:18;10:18;10:48;10:48;10:48;10:48;10:53;10:53;11:18;11:18;11:18;11:18;11:33;11:33;11:33;11:33;11:48;11:48;11:48;11:48;;;;12:18;12:18;12:18;12:18;12:48;12:48;12:48;12:48;12:53;12:53;12:54;12:54;13:18;13:18;13:18;13:18;13:33;13:33;13:33;13:33;13:48;13:48;13:48;13:48;;;;14:18;14:18;14:18;14:18;14:48;14:48;14:48;14:48;14:53;14:53;15:18;15:18;15:18;15:18;15:33;15:33;15:33;15:33;15:48;15:48;15:48;15:48;;;;16:18;16:18;16:18;16:18;16:48;16:48;16:48;16:48;16:53;16:53;17:18;17:18;17:18;17:18;17:18;17:18;17:33;17:33;17:33;17:33;17:48;17:48;17:48;17:48;;;;18:18;18:18;18:18;18:18;18:18;18:18;18:48;18:48;18:48;18:48;18:53;18:53;19:18;19:18;19:33;19:33;19:33;19:33;19:48;19:48;19:48;19:48;19:48;;;;20:53;20:53;21:33;21:33;21:33;21:33;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:40;22:40;23:01;23:01;23:01;23:01
Weingarten, Longinusbrunnen, Mast 1;06:19;06:19;06:49;06:49;06:54;06:54;06:54;07:19;07:19;07:49;07:49;07:49;07:49;;;;08:19;08:19;08:19;08:19;08:49;08:49;08:49;08:49;08:54;08:54;09:19;09:19;09:19;09:19;09:34;09:34;09:34;09:34;09:49;09:49;09:49;09:49;;;;10:19;10:19;10:19;10:19;10:49;10:49;10:49;10:49;10:54;10:54;11:19;11:19;11:19;11:19;11:34;11:34;11:34;11:34;11:49;11:49;11:49;11:49;;;;12:19;12:19;12:19;12:19;12:49;12:49;12:49;12:49;12:54;12:54;12:55;12:55;13:19;13:19;13:19;13:19;13:34;13:34;13:34;13:34;13:49;13:49;13:49;13:49;;;;14:19;14:19;14:19;14:19;14:49;14:49;14:49;14:49;14:54;14:54;15:19;15:19;15:19;15:19;15:34;15:34;15:34;15:34;15:49;15:49;15:49;15:49;;;;16:19;16:19;16:19;16:19;16:49;16:49;16:49;16:49;16:54;16:54;17:19;17:19;17:19;17:19;17:19;17:19;17:34;17:34;17:34;17:34;17:49;17:49;17:49;17:49;;;;18:19;18:19;18:19;18:19;18:19;18:19;18:49;18:49;18:49;18:49;18:54;18:54;19:19;19:19;19:34;19:34;19:34;19:34;19:49;19:49;19:49;19:49;19:49;;;;20:54;20:54;21:34;21:34;21:34;21:34;22:02;22:02;22:02;22:02;22:02;22:02;22:02;22:02;22:41;22:41;23:02;23:02;23:02;23:02
Weingarten, Wildeneggstraße, Mast 1;06:21;06:21;06:51;06:51;06:56;06:56;06:56;07:21;07:21;07:51;07:51;07:51;07:51;;;;08:21;08:21;08:21;08:21;08:51;08:51;08:51;08:51;08:56;08:56;09:21;09:21;09:21;09:21;09:36;09:36;09:36;09:36;09:51;09:51;09:51;09:51;;;;10:21;10:21;10:21;10:21;10:51;10:51;10:51;10:51;10:56;10:56;11:21;11:21;11:21;11:21;11:36;11:36;11:36;11:36;11:51;11:51;11:51;11:51;;;;12:21;12:21;12:21;12:21;12:51;12:51;12:51;12:51;12:56;12:56;12:57;12:57;13:21;13:21;13:21;13:21;13:36;13:36;13:36;13:36;13:51;13:51;13:51;13:51;;;;14:21;14:21;14:21;14:21;14:51;14:51;14:51;14:51;14:56;14:56;15:21;15:21;15:21;15:21;15:36;15:36;15:36;15:36;15:51;15:51;15:51;15:51;;;;16:21;16:21;16:21;16:21;16:51;16:51;16:51;16:51;16:56;16:56;17:21;17:21;17:21;17:21;17:21;17:21;17:36;17:36;17:36;17:36;17:51;17:51;17:51;17:51;;;;18:21;18:21;18:21;18:21;18:21;18:21;18:51;18:51;18:51;18:51;18:56;18:56;19:21;19:21;19:36;19:36;19:36;19:36;19:51;19:51;19:51;19:51;19:51;;;;20:56;20:56;21:36;21:36;21:36;21:36;22:04;22:04;22:04;22:04;22:04;22:04;22:04;22:04;22:43;22:43;23:04;23:04;23:04;23:04
Weingarten, Freibad, Mast 1;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;10:54;10:54;10:59;-;-;-;-;-;-;11:39;11:39;11:39;-;-;11:54;11:54;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13:39;-;13:39;13:39;-;13:54;-;13:54;;;;-;-;-;-;-;-;-;-;14:59;-;-;-;-;-;-;15:39;15:39;15:39;-;-;15:54;15:54;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17:39;17:39;17:39;-;-;17:54;17:54;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Weingarten, Köpfinger Straße, Mast 1;06:22;06:22;06:52;06:52;06:57;06:57;06:57;07:22;07:22;07:52;07:52;07:52;07:52;;;;08:22;08:22;08:22;08:22;08:52;08:52;08:52;08:52;08:57;08:57;09:22;09:22;09:22;09:22;09:37;09:37;09:37;09:37;09:52;09:52;09:52;09:52;;;;10:22;10:22;10:22;10:22;10:52;10:52;;;;10:57;11:22;11:22;11:22;11:22;11:37;;;;11:52;11:52;;;;;;12:22;12:22;12:22;12:22;12:52;12:52;12:52;12:52;12:57;12:57;12:58;12:58;13:22;13:22;13:22;13:22;;13:37;;;13:52;;13:52;;;;;14:22;14:22;14:22;14:22;14:52;14:52;14:52;14:52;;14:57;15:22;15:22;15:22;15:22;15:37;;;;15:52;15:52;;;;;;16:22;16:22;16:22;16:22;16:52;16:52;16:52;16:52;16:57;16:57;17:22;17:22;17:22;17:22;17:22;17:22;17:37;;;;17:52;17:52;;;;;;18:22;18:22;18:22;18:22;18:22;18:22;18:52;18:52;18:52;18:52;18:57;18:57;19:22;19:22;19:37;19:37;19:37;19:37;19:52;19:52;19:52;19:52;19:52;;;;20:57;20:57;21:37;21:37;21:37;21:37;22:05;22:05;22:05;22:05;22:05;22:05;22:05;22:05;22:44;22:44;23:05;23:05;23:05;23:05
