Fahrtlänge;8026;8026;8026;8026;8026;8026;8026;8026;3190;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026;8026
Fahrtnummer;7304001;7304001;7304003;7304003;7304005;7304005;7304007;7304007;7304009;7304011;7304101;7304011;7304013;7304013;7304015;7304015;7304103;7304017;7304017;7304105;7304019;7304019;7304107;7304021;7304021;7304109;7304023;7304023;7304025;7304111;7304025;7304027;7304027;7304029;7304029;7304113;7304031;7304031;7304115;7304033;7304033;7304117;7304035;7304035;7304037;7304037;7304119;7304039;7304039;7304041;7304121;7304041;7304043;7304043;7304045;7304045;7304123;7304047;7304125;7304047
Fußnoten für Fahrplanbuch;Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];[1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1]
Durchbindung von;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Durchbindung auf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Bahnhof, Mast 7;05:20;05:20;05:50;05:50;06:20;06:20;06:50;06:50;07:05;07:20;07:20;07:20;07:50;07:50;08:20;08:20;08:20;09:20;09:20;09:20;10:20;10:20;10:20;11:20;11:20;11:20;11:50;11:50;12:20;12:20;12:20;12:56;12:56;13:20;13:20;13:20;14:20;14:20;14:20;15:20;15:20;15:20;15:50;15:50;16:20;16:20;16:20;16:50;16:50;17:20;17:20;17:20;17:50;17:50;18:20;18:20;18:20;19:20;19:20;19:20
Ravensburg, Marienplatz, Mast 3;05:23;05:23;05:53;05:53;06:23;06:23;06:53;06:53;07:08;07:23;07:23;07:23;07:53;07:53;08:23;08:23;08:23;09:23;09:23;09:23;10:23;10:23;10:23;11:23;11:23;11:23;11:53;11:53;12:23;12:23;12:23;12:59;12:59;13:23;13:23;13:23;14:23;14:23;14:23;15:23;15:23;15:23;15:53;15:53;16:23;16:23;16:23;16:53;16:53;17:23;17:23;17:23;17:53;17:53;18:23;18:23;18:23;19:23;19:23;19:23
Ravensburg, Hl.-Geist-Spital, Mast 1;05:26;05:26;05:56;05:56;06:26;06:26;06:56;06:56;07:11;07:26;07:26;07:26;07:56;07:56;08:26;08:26;08:26;09:26;09:26;09:26;10:26;10:26;10:26;11:26;11:26;11:26;11:56;11:56;12:26;12:26;12:26;13:02;13:02;13:26;13:26;13:26;14:26;14:26;14:26;15:26;15:26;15:26;15:56;15:56;16:26;16:26;16:26;16:56;16:56;17:26;17:26;17:26;17:56;17:56;18:26;18:26;18:26;19:26;19:26;19:26
Ravensburg, Meersburger Brücke, Mast 1;05:28;05:28;05:58;05:58;06:28;06:28;06:58;06:58;07:13;07:28;07:28;07:28;07:58;07:58;08:28;08:28;08:28;09:28;09:28;09:28;10:28;10:28;10:28;11:28;11:28;11:28;11:58;11:58;12:28;12:28;12:28;13:04;13:04;13:28;13:28;13:28;14:28;14:28;14:28;15:28;15:28;15:28;15:58;15:58;16:28;16:28;16:28;16:58;16:58;17:28;17:28;17:28;17:58;17:58;18:28;18:28;18:28;19:28;19:28;19:28
Ravensburg, Eichamt, Mast 2;05:31;05:31;06:01;06:01;06:31;06:31;07:01;07:01;-;07:31;07:31;07:31;08:01;08:01;08:31;08:31;08:31;09:31;09:31;09:31;10:31;10:31;10:31;11:31;11:31;11:31;12:01;12:01;12:31;12:31;12:31;13:07;13:07;13:31;13:31;13:31;14:31;14:31;14:31;15:31;15:31;15:31;16:01;16:01;16:31;16:31;16:31;17:01;17:01;17:31;17:31;17:31;18:01;18:01;18:31;18:31;18:31;19:31;19:31;19:31
Ravensburg, Am Mühlbach, Mast 2;05:32;05:32;06:02;06:02;06:32;06:32;07:02;07:02;-;07:32;07:32;07:32;08:02;08:02;08:32;08:32;08:32;09:32;09:32;09:32;10:32;10:32;10:32;11:32;11:32;11:32;12:02;12:02;12:32;12:32;12:32;13:08;13:08;13:32;13:32;13:32;14:32;14:32;14:32;15:32;15:32;15:32;16:02;16:02;16:32;16:32;16:32;17:02;17:02;17:32;17:32;17:32;18:02;18:02;18:32;18:32;18:32;19:32;19:32;19:32
Ravensburg, Raiffeisenstraße, Mast 2;05:33;05:33;06:03;06:03;06:33;06:33;07:03;07:03;07:17;07:33;07:33;07:33;08:03;08:03;08:33;08:33;08:33;09:33;09:33;09:33;10:33;10:33;10:33;11:33;11:33;11:33;12:03;12:03;12:33;12:33;12:33;13:09;13:09;13:33;13:33;13:33;14:33;14:33;14:33;15:33;15:33;15:33;16:03;16:03;16:33;16:33;16:33;17:03;17:03;17:33;17:33;17:33;18:03;18:03;18:33;18:33;18:33;19:33;19:33;19:33
Ravensburg, Adolf-Aich, Mast 2;05:34;05:34;06:04;06:04;06:34;06:34;07:04;07:04;07:19;07:34;07:34;07:34;08:04;08:04;08:34;08:34;08:34;09:34;09:34;09:34;10:34;10:34;10:34;11:34;11:34;11:34;12:04;12:04;12:34;12:34;12:34;13:10;13:10;13:34;13:34;13:34;14:34;14:34;14:34;15:34;15:34;15:34;16:04;16:04;16:34;16:34;16:34;17:04;17:04;17:34;17:34;17:34;18:04;18:04;18:34;18:34;18:34;19:34;19:34;19:34
RV Weißenau, Bahnhof, Mast 2;05:35;05:35;06:05;06:05;06:35;06:35;07:05;07:05;;07:35;07:35;07:35;08:05;08:05;08:35;08:35;08:35;09:35;09:35;09:35;10:35;10:35;10:35;11:35;11:35;11:35;12:05;12:05;12:35;12:35;12:35;13:11;13:11;13:35;13:35;13:35;14:35;14:35;14:35;15:35;15:35;15:35;16:05;16:05;16:35;16:35;16:35;17:05;17:05;17:35;17:35;17:35;18:05;18:05;18:35;18:35;18:35;19:35;19:35;19:35
RV Weißenau, Torplatz/ZfP, Mast 2;05:37;05:37;06:07;06:07;06:37;06:37;07:07;07:07;;07:37;07:37;07:37;08:07;08:07;08:37;08:37;08:37;09:37;09:37;09:37;10:37;10:37;10:37;11:37;11:37;11:37;12:07;12:07;12:37;12:37;12:37;13:13;13:13;13:37;13:37;13:37;14:37;14:37;14:37;15:37;15:37;15:37;16:07;16:07;16:37;16:37;16:37;17:07;17:07;17:37;17:37;17:37;18:07;18:07;18:37;18:37;18:37;19:37;19:37;19:37
RV Weißenau, Bahnhof, Mast 1;05:38;05:38;06:08;06:08;06:38;06:38;07:08;07:08;;07:38;07:38;07:38;08:08;08:08;08:38;08:38;08:38;09:38;09:38;09:38;10:38;10:38;10:38;11:38;11:38;11:38;12:08;12:08;12:38;12:38;12:38;13:14;13:14;13:38;13:38;13:38;14:38;14:38;14:38;15:38;15:38;15:38;16:08;16:08;16:38;16:38;16:38;17:08;17:08;17:38;17:38;17:38;18:08;18:08;18:38;18:38;18:38;19:38;19:38;19:38
RV Oberzell, Franz-Schubert-Str., Mast 1;05:42;05:42;06:12;06:12;06:42;06:42;07:12;07:12;;07:42;07:42;07:42;08:12;08:12;08:42;08:42;08:42;09:42;09:42;09:42;10:42;10:42;10:42;11:42;11:42;11:42;12:12;12:12;12:42;12:42;12:42;13:18;13:18;13:42;13:42;13:42;14:42;14:42;14:42;15:42;15:42;15:42;16:12;16:12;16:42;16:42;16:42;17:12;17:12;17:42;17:42;17:42;18:12;18:12;18:42;18:42;18:42;19:42;19:42;19:42
RV Oberzell, Sportplatz, Mast 2;05:43;05:43;06:13;06:13;06:43;06:43;07:13;07:13;;07:43;07:43;07:43;08:13;08:13;08:43;08:43;08:43;09:43;09:43;09:43;10:43;10:43;10:43;11:43;11:43;11:43;12:13;12:13;12:43;12:43;12:43;13:19;13:19;13:43;13:43;13:43;14:43;14:43;14:43;15:43;15:43;15:43;16:13;16:13;16:43;16:43;16:43;17:13;17:13;17:43;17:43;17:43;18:13;18:13;18:43;18:43;18:43;19:43;19:43;19:43
RV Oberzell, Bachbrücke, Mast 2;05:45;05:45;06:15;06:15;06:45;06:45;07:15;07:15;;07:45;07:45;07:45;08:15;08:15;08:45;08:45;08:45;09:45;09:45;09:45;10:45;10:45;10:45;11:45;11:45;11:45;12:15;12:15;12:45;12:45;12:45;13:21;13:21;13:45;13:45;13:45;14:45;14:45;14:45;15:45;15:45;15:45;16:15;16:15;16:45;16:45;16:45;17:15;17:15;17:45;17:45;17:45;18:15;18:15;18:45;18:45;18:45;19:45;19:45;19:45
RV Oberzell, Schule, Mast 1;05:47;05:47;06:17;06:17;06:47;06:47;07:17;07:17;;07:47;07:47;07:47;08:17;08:17;08:47;08:47;08:47;09:47;09:47;09:47;10:47;10:47;10:47;11:47;11:47;11:47;12:17;12:17;12:47;12:47;12:47;13:23;13:23;13:47;13:47;13:47;14:47;14:47;14:47;15:47;15:47;15:47;16:17;16:17;16:47;16:47;16:47;17:17;17:17;17:47;17:47;17:47;18:17;18:17;18:47;18:47;18:47;19:47;19:47;19:47
