Fahrtlänge;2485;2485;4220;4220;4220;4220;2203;2203;2203;3096;4220;4220;4220;4220;4220;4220;1463;1463;1463;4220;4220;4220;4220;4220;4220;2203;2203;2203;4220;4220;4220;4220;4220;4220;4220;1463;1463;1463;4220;4220;4220;4220;4220;4643;4643;2203;2626;2626;2626;4220;4220;4220;4220;4643;4220;4220;4643;4643;1463;1463;1463;4220;4220;4220;4220;4220;4220;2203;2203;2203;1415;1415;4220;4220;4220;4220;4643;4220;4220;4643;4643;1463;1463;1463;4220;4220;4220;4220;4220;4220;2203;2626;2626;2626;4220;4220;4220;4220;4643;4220;4220;4643;4643;1463;1463;1463;4220;4220;4220;2282;4220;4220;2203;2203;2203;4220;4220;4220;4220;4643;4220;2282;4643;2705;1463;1463;1463;4220;4220;4220;4220;4220;2282;2203;2203;2203;4220;4220;4220;2282;2282;2282;2282;2282;1463;1463;1463;2203;2203;2203;2282;2282;2282;2282;2282;2282;1463;1463;1463;2282;2282;2282;2282;2282
Fahrtnummer;7306002;7306002;7306004;7306004;7306006;7306006;7306202;7306202;7306202;7306062;7306008;7306102;7306008;7306010;7306104;7306010;7306204;7306204;7306204;7306012;7306106;7306012;7306014;7306014;7306108;7306206;7306206;7306206;7306016;7306016;7306110;7306208;7306018;7306112;7306018;7306210;7306210;7306210;7306020;7306114;7306020;7306022;7306116;7306116;7306022;7306212;7306212;7306212;7306212;7306024;7306118;7306024;7306214;7306214;7306026;7306120;7306120;7306026;7306216;7306216;7306216;7306122;7306028;7306028;7306030;7306124;7306030;7306218;7306218;7306218;7306064;7306064;7306032;7306032;7306126;7306220;7306220;7306034;7306128;7306034;7306128;7306222;7306222;7306222;7306036;7306130;7306036;7306038;7306132;7306038;7306224;7306224;7306224;7306224;7306040;7306134;7306040;7306226;7306226;7306042;7306136;7306042;7306136;7306228;7306228;7306228;7306044;7306044;7306138;7306140;7306046;7306046;7306230;7306230;7306230;7306142;7306048;7306048;7306232;7306232;7306050;7306144;7306050;7306144;7306234;7306234;7306234;7306052;7306052;7306146;7306054;7306054;7306148;7306236;7306236;7306236;7306056;7306056;7306238;7306058;7306058;7306058;7306058;7306058;7306240;7306240;7306240;7306242;7306242;7306242;7306244;7306060;7306060;7306150;7306060;7306060;7306246;7306246;7306246;7306248;7306152;7306152;7306152;7306152
Fußnoten für Fahrplanbuch;Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie, 2 + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1]
Durchbindung von;;;7306 / 1 / 06:10 - 06:23;7306 / 1 / 06:10 - 06:23;7306 / 1 / 06:40 - 06:53;7306 / 1 / 06:40 - 06:53;;;;7306 / 1 / 06:54 - 06:58;7306 / 1 / 07:10 - 07:23;;7306 / 1 / 07:10 - 07:23;7306 / 1 / 07:40 - 07:53;;7306 / 1 / 07:40 - 07:53;7301 / 2 / 07:49 - 08:27;7301 / 2 / 07:49 - 08:27;7301 / 2 / 07:49 - 08:27;7306 / 1 / 08:10 - 08:23;;7306 / 1 / 08:10 - 08:23;7306 / 1 / 08:40 - 08:53;7306 / 1 / 08:40 - 08:53;;;;;7306 / 1 / 09:10 - 09:23;7306 / 1 / 09:10 - 09:23;;;7306 / 1 / 09:40 - 09:53;;7306 / 1 / 09:40 - 09:53;7301 / 2 / 09:49 - 10:27;7301 / 2 / 09:49 - 10:27;7301 / 2 / 09:49 - 10:27;7306 / 1 / 10:10 - 10:23;;7306 / 1 / 10:10 - 10:23;7306 / 1 / 10:40 - 10:53;;;7306 / 1 / 10:40 - 10:54;;;;;7306 / 1 / 11:10 - 11:23;;7306 / 1 / 11:10 - 11:23;;;7306 / 1 / 11:40 - 11:53;;;7306 / 1 / 11:40 - 11:54;7301 / 2 / 11:49 - 12:27;7301 / 2 / 11:49 - 12:27;7301 / 2 / 11:49 - 12:27;;7306 / 1 / 12:10 - 12:23;7306 / 1 / 12:10 - 12:23;7306 / 1 / 12:40 - 12:53;;7306 / 1 / 12:40 - 12:53;;;;7306 / 1 / 12:48 - 12:59;7306 / 1 / 12:48 - 12:59;7306 / 1 / 13:10 - 13:23;7306 / 1 / 13:10 - 13:23;;;;7306 / 1 / 13:40 - 13:53;;7306 / 1 / 13:40 - 13:54;;7301 / 2 / 13:49 - 14:27;7301 / 2 / 13:49 - 14:27;7301 / 2 / 13:49 - 14:27;7306 / 1 / 14:10 - 14:23;;7306 / 1 / 14:10 - 14:23;7306 / 1 / 14:40 - 14:53;;7306 / 1 / 14:40 - 14:53;;;;;7306 / 1 / 15:10 - 15:23;;7306 / 1 / 15:10 - 15:23;;;7306 / 1 / 15:40 - 15:53;;7306 / 1 / 15:40 - 15:54;;7301 / 2 / 15:49 - 16:27;7301 / 2 / 15:49 - 16:27;7301 / 2 / 15:49 - 16:27;7306 / 1 / 16:10 - 16:23;7306 / 1 / 16:10 - 16:23;;;7306 / 1 / 16:40 - 16:53;7306 / 1 / 16:40 - 16:53;;;;;7306 / 1 / 17:10 - 17:23;7306 / 1 / 17:10 - 17:23;;;7306 / 1 / 17:40 - 17:53;;7306 / 1 / 17:40 - 17:54;;7301 / 2 / 17:49 - 18:27;7301 / 2 / 17:49 - 18:27;7301 / 2 / 17:49 - 18:27;7306 / 1 / 18:10 - 18:23;7306 / 1 / 18:10 - 18:23;;7306 / 1 / 18:40 - 18:53;7306 / 1 / 18:40 - 18:53;;;;;7306 / 1 / 19:10 - 19:23;7306 / 1 / 19:10 - 19:23;;7306 / 1 / 19:47 - 19:53;7306 / 1 / 19:47 - 19:53;7306 / 1 / 19:47 - 19:53;7306 / 1 / 19:47 - 19:53;7306 / 1 / 19:47 - 19:53;7301 / 2 / 19:49 - 20:34;7301 / 2 / 19:49 - 20:34;7301 / 2 / 19:49 - 20:34;;;;;7306 / 1 / 22:00 - 22:06;7306 / 1 / 22:00 - 22:06;;7306 / 1 / 22:00 - 22:06;7306 / 1 / 22:00 - 22:06;7301 / 2 / 21:49 - 22:27;7301 / 2 / 21:49 - 22:27;7301 / 2 / 21:49 - 22:27;;7306 / 1 / 23:00 - 23:06;7306 / 1 / 23:00 - 23:06;7306 / 1 / 23:00 - 23:06;7306 / 1 / 23:00 - 23:06
Durchbindung auf;7306 / 1 / 06:10 - 06:23;7306 / 1 / 06:10 - 06:23;7306 / 1 / 06:40 - 06:53;7306 / 1 / 06:40 - 06:53;7306 / 1 / 07:10 - 07:23;7306 / 1 / 07:10 - 07:23;7301 / 1 / 07:07 - 07:48;7301 / 1 / 07:07 - 07:48;7301 / 1 / 07:07 - 07:48;;7306 / 1 / 07:40 - 07:53;;7306 / 1 / 07:40 - 07:53;7306 / 1 / 08:10 - 08:23;;7306 / 1 / 08:10 - 08:23;;;;7306 / 1 / 08:40 - 08:53;;7306 / 1 / 08:40 - 08:53;;;;7301 / 1 / 09:07 - 09:48;7301 / 1 / 09:07 - 09:48;7301 / 1 / 09:07 - 09:48;7306 / 1 / 09:40 - 09:53;7306 / 1 / 09:40 - 09:53;;;7306 / 1 / 10:10 - 10:23;;7306 / 1 / 10:10 - 10:23;;;;;;;7306 / 1 / 11:10 - 11:23;;;;7301 / 1 / 11:07 - 11:48;7301 / 1 / 11:07 - 11:48;7301 / 1 / 11:07 - 11:48;7301 / 1 / 11:07 - 11:48;;;7306 / 1 / 11:40 - 11:53;;;;;;;;;;;7306 / 1 / 12:40 - 12:53;7306 / 1 / 12:40 - 12:53;7306 / 1 / 13:10 - 13:23;;7306 / 1 / 13:10 - 13:23;7301 / 1 / 13:07 - 13:48;7301 / 1 / 13:07 - 13:48;7301 / 1 / 13:07 - 13:48;;;;;;;;;;;;;;;7306 / 1 / 14:40 - 14:53;;7306 / 1 / 14:40 - 14:53;;;;7301 / 1 / 15:07 - 15:48;7301 / 1 / 15:07 - 15:48;7301 / 1 / 15:07 - 15:48;7301 / 1 / 15:07 - 15:48;;;;;;;;;;;;;7306 / 1 / 16:40 - 16:53;7306 / 1 / 16:40 - 16:53;;;7306 / 1 / 17:10 - 17:23;7306 / 1 / 17:10 - 17:23;7301 / 1 / 17:07 - 17:48;7301 / 1 / 17:07 - 17:48;7301 / 1 / 17:07 - 17:48;;;;;;;;;;;;;;;;7306 / 1 / 19:10 - 19:23;7306 / 1 / 19:10 - 19:23;;7301 / 1 / 19:07 - 19:48;7301 / 1 / 19:07 - 19:48;7301 / 1 / 19:07 - 19:48;;;;;;;;;;;;7301 / 1 / 21:07 - 21:48;7301 / 1 / 21:07 - 21:48;7301 / 1 / 21:07 - 21:48;;;;;;;;;;;;;;
Weingarten, Freibad, Mast 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10:54;10:54;;10:59;10:59;10:59;;;;;11:39;;;11:54;11:54;;;;;;;;;;;;;;;;;;;13:39;;;13:54;13:54;;;;;;;;;;;14:59;14:59;14:59;;;;;15:39;;;15:54;15:54;;;;;;;;;;;;;;;;;17:39;;;17:54;17:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Weingarten, Wildeneggstraße, Mast 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10:57;10:57;;11:02;11:02;11:02;;;;;11:42;;;11:57;11:57;;;;;;;;;;;;;;;;;;;13:42;;;13:57;13:57;;;;;;;;;;;15:02;15:02;15:02;;;;;15:42;;;15:57;15:57;;;;;;;;;;;;;;;;;17:42;;;17:57;17:57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Weingarten, Longinusbrunnen, Mast 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10:58;10:58;;11:03;11:03;11:03;;;;;11:43;;;11:58;11:58;;;;;;;;;;;;;;;;;;;13:43;;;13:58;13:58;;;;;;;;;;;15:03;15:03;15:03;;;;;15:43;;;15:58;15:58;;;;;;;;;;;;;;;;;17:43;;;17:58;17:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Weingarten, Dörfle, Mast 1;;;06:23;06:23;06:53;06:53;06:58;06:58;06:58;06:59;07:23;07:23;07:23;07:53;07:53;07:53;;;;08:23;08:23;08:23;08:53;08:53;08:53;08:58;08:58;08:58;09:23;09:23;09:23;09:38;09:53;09:53;09:53;;;;10:23;10:23;10:23;10:53;10:53;-;-;10:58;-;-;-;11:23;11:23;11:23;11:38;-;11:53;11:53;-;-;;;;12:23;12:23;12:23;12:53;12:53;12:53;12:58;12:58;12:58;12:59;12:59;13:23;13:23;13:23;13:38;-;13:53;13:53;-;-;;;;14:23;14:23;14:23;14:53;14:53;14:53;14:58;-;-;-;15:23;15:23;15:23;15:38;-;15:53;15:53;-;-;;;;16:23;16:23;16:23;16:53;16:53;16:53;16:58;16:58;16:58;17:23;17:23;17:23;17:38;-;17:53;17:53;-;-;;;;18:23;18:23;18:23;18:53;18:53;18:53;18:58;18:58;18:58;19:23;19:23;19:38;19:53;19:53;19:53;19:53;19:53;;;;20:58;20:58;20:58;21:38;22:06;22:06;22:06;22:06;22:06;;;;22:46;23:06;23:06;23:06;23:06
Weingarten, Richard-Mayer-Str., Mast 1;;;06:25;06:25;06:55;06:55;07:00;07:00;07:00;07:01;07:25;07:25;07:25;07:55;07:55;07:55;;;;08:25;08:25;08:25;08:55;08:55;08:55;09:00;09:00;09:00;09:25;09:25;09:25;09:40;09:55;09:55;09:55;;;;10:25;10:25;10:25;10:55;10:55;-;-;11:00;-;-;-;11:25;11:25;11:25;11:40;-;11:55;11:55;-;-;;;;12:25;12:25;12:25;12:55;12:55;12:55;13:00;13:00;13:00;13:01;13:01;13:25;13:25;13:25;13:40;-;13:55;13:55;-;-;;;;14:25;14:25;14:25;14:55;14:55;14:55;15:00;-;-;-;15:25;15:25;15:25;15:40;-;15:55;15:55;-;-;;;;16:25;16:25;16:25;16:55;16:55;16:55;17:00;17:00;17:00;17:25;17:25;17:25;17:40;-;17:55;17:55;-;-;;;;18:25;18:25;18:25;18:55;18:55;18:55;19:00;19:00;19:00;19:25;19:25;19:40;19:55;19:55;19:55;19:55;19:55;;;;21:00;21:00;21:00;21:40;22:08;22:08;22:08;22:08;22:08;;;;22:48;23:08;23:08;23:08;23:08
Weingarten, Hochschule, Mast 1;;;06:26;06:26;06:56;06:56;07:01;07:01;07:01;07:02;07:26;07:26;07:26;07:56;07:56;07:56;;;;08:26;08:26;08:26;08:56;08:56;08:56;09:01;09:01;09:01;09:26;09:26;09:26;09:41;09:56;09:56;09:56;;;;10:26;10:26;10:26;10:56;10:56;-;-;11:01;-;-;-;11:26;11:26;11:26;11:41;-;11:56;11:56;-;-;;;;12:26;12:26;12:26;12:56;12:56;12:56;13:01;13:01;13:01;13:02;13:02;13:26;13:26;13:26;13:41;-;13:56;13:56;-;-;;;;14:26;14:26;14:26;14:56;14:56;14:56;15:01;-;-;-;15:26;15:26;15:26;15:41;-;15:56;15:56;-;-;;;;16:26;16:26;16:26;16:56;16:56;16:56;17:01;17:01;17:01;17:26;17:26;17:26;17:41;-;17:56;17:56;-;-;;;;18:26;18:26;18:26;18:56;18:56;18:56;19:01;19:01;19:01;19:26;19:26;19:41;19:56;19:56;19:56;19:56;19:56;;;;21:01;21:01;21:01;21:41;22:09;22:09;22:09;22:09;22:09;;;;22:49;23:09;23:09;23:09;23:09
Weingarten, Weiherweg, Mast 1;;;06:27;06:27;06:57;06:57;07:02;07:02;07:02;07:03;07:27;07:27;07:27;07:57;07:57;07:57;;;;08:27;08:27;08:27;08:57;08:57;08:57;09:02;09:02;09:02;09:27;09:27;09:27;09:42;09:57;09:57;09:57;;;;10:27;10:27;10:27;10:57;10:57;-;-;11:02;-;-;-;11:27;11:27;11:27;11:42;-;11:57;11:57;-;-;;;;12:27;12:27;12:27;12:57;12:57;12:57;13:02;13:02;13:02;13:03;13:03;13:27;13:27;13:27;13:42;-;13:57;13:57;-;-;;;;14:27;14:27;14:27;14:57;14:57;14:57;15:02;-;-;-;15:27;15:27;15:27;15:42;-;15:57;15:57;-;-;;;;16:27;16:27;16:27;16:57;16:57;16:57;17:02;17:02;17:02;17:27;17:27;17:27;17:42;-;17:57;17:57;-;-;;;;18:27;18:27;18:27;18:57;18:57;18:57;19:02;19:02;19:02;19:27;19:27;19:42;19:57;19:57;19:57;19:57;19:57;;;;21:02;21:02;21:02;21:42;22:10;22:10;22:10;22:10;22:10;;;;22:50;23:10;23:10;23:10;23:10
Weingarten, Doggenriedstraße, Mast 1;;;06:28;06:28;06:58;06:58;07:03;07:03;07:03;07:04;07:28;07:28;07:28;07:58;07:58;07:58;;;;08:28;08:28;08:28;08:58;08:58;08:58;09:03;09:03;09:03;09:28;09:28;09:28;09:43;09:58;09:58;09:58;;;;10:28;10:28;10:28;10:58;10:58;-;-;11:03;-;-;-;11:28;11:28;11:28;11:43;-;11:58;11:58;-;-;;;;12:28;12:28;12:28;12:58;12:58;12:58;13:03;13:03;13:03;13:04;13:04;13:28;13:28;13:28;13:43;-;13:58;13:58;-;-;;;;14:28;14:28;14:28;14:58;14:58;14:58;15:03;-;-;-;15:28;15:28;15:28;15:43;-;15:58;15:58;-;-;;;;16:28;16:28;16:28;16:58;16:58;16:58;17:03;17:03;17:03;17:28;17:28;17:28;17:43;-;17:58;17:58;-;-;;;;18:28;18:28;18:28;18:58;18:58;18:58;19:03;19:03;19:03;19:28;19:28;19:43;19:58;19:58;19:58;19:58;19:58;;;;21:03;21:03;21:03;21:43;22:11;22:11;22:11;22:11;22:11;;;;22:51;23:11;23:11;23:11;23:11
Weingarten, Konrad-Huber-Str., Mast 2;;;06:29;06:29;06:59;06:59;07:04;07:04;07:04;07:05;07:29;07:29;07:29;07:59;07:59;07:59;;;;08:29;08:29;08:29;08:59;08:59;08:59;09:04;09:04;09:04;09:29;09:29;09:29;09:44;09:59;09:59;09:59;;;;10:29;10:29;10:29;10:59;10:59;10:59;10:59;11:04;11:04;11:04;11:04;11:29;11:29;11:29;11:44;11:44;11:59;11:59;11:59;11:59;;;;12:29;12:29;12:29;12:59;12:59;12:59;13:04;13:04;13:04;;;13:29;13:29;13:29;13:44;13:44;13:59;13:59;13:59;13:59;;;;14:29;14:29;14:29;14:59;14:59;14:59;15:04;15:04;15:04;15:04;15:29;15:29;15:29;15:44;15:44;15:59;15:59;15:59;15:59;;;;16:29;16:29;16:29;16:59;16:59;16:59;17:04;17:04;17:04;17:29;17:29;17:29;17:44;17:44;17:59;17:59;17:59;17:59;;;;18:29;18:29;18:29;18:59;18:59;18:59;19:04;19:04;19:04;19:29;19:29;19:44;19:59;19:59;19:59;19:59;19:59;;;;21:04;21:04;21:04;21:44;22:12;22:12;22:12;22:12;22:12;;;;22:52;23:12;23:12;23:12;23:12
Weingarten, Bahnhofstraße, Mast 1;05:59;05:59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;;;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-
Weingarten, Bahnhofstraße, Mast 2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;;;-;-;-;-;-;-;-;-;-;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;-;-;-;17:01;-;-;-;-;-;-;-;-;-;-;-;18:01;-;18:01;;;;-;-;-;-;-;19:01;-;-;-;-;-;-;20:01;20:01;20:01;20:01;20:01;;;;-;-;-;21:46;22:14;22:14;22:14;22:14;22:14;;;;22:54;23:14;23:14;23:14;23:14
Weingarten, Post, Mast 1;06:01;06:01;06:31;06:31;07:01;07:01;07:06;07:06;07:06;07:07;07:31;07:31;07:31;08:01;08:01;08:01;;;;08:31;08:31;08:31;09:01;09:01;09:01;09:06;09:06;09:06;09:31;09:31;09:31;09:46;10:01;10:01;10:01;;;;10:31;10:31;10:31;11:01;11:01;11:01;11:01;11:06;11:06;11:06;11:06;11:31;11:31;11:31;11:46;11:46;12:01;12:01;12:01;12:01;;;;12:31;12:31;12:31;13:01;13:01;13:01;13:06;13:06;13:06;;;13:31;13:31;13:31;13:46;13:46;14:01;14:01;14:01;14:01;;;;14:31;14:31;14:31;15:01;15:01;15:01;15:06;15:06;15:06;15:06;15:31;15:31;15:31;15:46;15:46;16:01;16:01;16:01;16:01;;;;16:31;16:31;16:31;;17:01;17:01;17:06;17:06;17:06;17:31;17:31;17:31;17:46;17:46;18:01;;18:01;;;;;18:31;18:31;18:31;19:01;19:01;;19:06;19:06;19:06;19:31;19:31;19:46;;;;;;;;;21:06;21:06;21:06;;;;;;;;;;;;;;
Weingarten, Ev. Stadtkirche, Mast 1;06:02;06:02;06:32;06:32;07:02;07:02;;;;07:08;07:32;07:32;07:32;08:02;08:02;08:02;;;;08:32;08:32;08:32;09:02;09:02;09:02;;;;09:32;09:32;09:32;09:47;10:02;10:02;10:02;;;;10:32;10:32;10:32;11:02;11:02;11:02;11:02;;;;;11:32;11:32;11:32;11:47;11:47;12:02;12:02;12:02;12:02;;;;12:32;12:32;12:32;13:02;13:02;13:02;;;;;;13:32;13:32;13:32;13:47;13:47;14:02;14:02;14:02;14:02;;;;14:32;14:32;14:32;15:02;15:02;15:02;;;;;15:32;15:32;15:32;15:47;15:47;16:02;16:02;16:02;16:02;;;;16:32;16:32;16:32;;17:02;17:02;;;;17:32;17:32;17:32;17:47;17:47;18:02;;18:02;;;;;18:32;18:32;18:32;19:02;19:02;;;;;19:32;19:32;19:47;;;;;;;;;;;;;;;;;;;;;;;;;
Weingarten, Charlottenplatz, Mast 4;06:03;06:03;06:33;06:33;07:03;07:03;;;;07:09;07:33;07:33;07:33;08:03;08:03;08:03;08:27;08:27;08:27;08:33;08:33;08:33;09:03;09:03;09:03;;;;09:33;09:33;09:33;09:48;10:03;10:03;10:03;10:27;10:27;10:27;10:33;10:33;10:33;11:03;11:03;11:03;11:03;;;;;11:33;11:33;11:33;11:48;11:48;12:03;12:03;12:03;12:03;12:27;12:27;12:27;12:33;12:33;12:33;13:03;13:03;13:03;;;;;;13:33;13:33;13:33;13:48;13:48;14:03;14:03;14:03;14:03;14:27;14:27;14:27;14:33;14:33;14:33;15:03;15:03;15:03;;;;;15:33;15:33;15:33;15:48;15:48;16:03;16:03;16:03;16:03;16:27;16:27;16:27;16:33;16:33;16:33;;17:03;17:03;;;;17:33;17:33;17:33;17:48;17:48;18:03;;18:03;;18:27;18:27;18:27;18:33;18:33;18:33;19:03;19:03;;;;;19:33;19:33;19:48;;;;;;20:35;20:35;20:35;;;;;;;;;;22:27;22:27;22:27;;;;;
Weingarten, Schulzentrum, Mast 2;06:04;06:04;06:34;06:34;07:04;07:04;;;;07:10;07:34;07:34;07:34;08:04;08:04;08:04;08:28;08:28;08:28;08:34;08:34;08:34;09:04;09:04;09:04;;;;09:34;09:34;09:34;09:49;10:04;10:04;10:04;10:28;10:28;10:28;10:34;10:34;10:34;11:04;11:04;11:04;11:04;;;;;11:34;11:34;11:34;11:49;11:49;12:04;12:04;12:04;12:04;12:28;12:28;12:28;12:34;12:34;12:34;13:04;13:04;13:04;;;;;;13:34;13:34;13:34;13:49;13:49;14:04;14:04;14:04;14:04;14:28;14:28;14:28;14:34;14:34;14:34;15:04;15:04;15:04;;;;;15:34;15:34;15:34;15:49;15:49;16:04;16:04;16:04;16:04;16:28;16:28;16:28;16:34;16:34;16:34;;17:04;17:04;;;;17:34;17:34;17:34;17:49;17:49;18:04;;18:04;;18:28;18:28;18:28;18:34;18:34;18:34;19:04;19:04;;;;;19:34;19:34;19:49;;;;;;20:36;20:36;20:36;;;;;;;;;;22:28;22:28;22:28;;;;;
Weingarten, Hl.-Geist-Kirche, Mast 2;06:06;06:06;06:36;06:36;07:06;07:06;;;;;07:36;07:36;07:36;08:06;08:06;08:06;08:30;08:30;08:30;08:36;08:36;08:36;09:06;09:06;09:06;;;;09:36;09:36;09:36;09:51;10:06;10:06;10:06;10:30;10:30;10:30;10:36;10:36;10:36;11:06;11:06;11:06;11:06;;;;;11:36;11:36;11:36;11:51;11:51;12:06;12:06;12:06;12:06;12:30;12:30;12:30;12:36;12:36;12:36;13:06;13:06;13:06;;;;;;13:36;13:36;13:36;13:51;13:51;14:06;14:06;14:06;14:06;14:30;14:30;14:30;14:36;14:36;14:36;15:06;15:06;15:06;;;;;15:36;15:36;15:36;15:51;15:51;16:06;16:06;16:06;16:06;16:30;16:30;16:30;16:36;16:36;16:36;;17:06;17:06;;;;17:36;17:36;17:36;17:51;17:51;18:06;;18:06;;18:30;18:30;18:30;18:36;18:36;18:36;19:06;19:06;;;;;19:36;19:36;19:51;;;;;;20:38;20:38;20:38;;;;;;;;;;22:30;22:30;22:30;;;;;
Weingarten, Lerchenfeld, Mast 3;06:08;06:08;06:38;06:38;07:08;07:08;;;;;07:38;07:38;07:38;08:08;08:08;08:08;08:32;08:32;08:32;08:38;08:38;08:38;09:08;09:08;09:08;;;;09:38;09:38;09:38;09:53;10:08;10:08;10:08;10:32;10:32;10:32;10:38;10:38;10:38;11:08;11:08;11:08;11:08;;;;;11:38;11:38;11:38;11:53;11:53;12:08;12:08;12:08;12:08;12:32;12:32;12:32;12:38;12:38;12:38;13:08;13:08;13:08;;;;;;13:38;13:38;13:38;13:53;13:53;14:08;14:08;14:08;14:08;14:32;14:32;14:32;14:38;14:38;14:38;15:08;15:08;15:08;;;;;15:38;15:38;15:38;15:53;15:53;16:08;16:08;16:08;16:08;16:32;16:32;16:32;16:38;16:38;16:38;;17:08;17:08;;;;17:38;17:38;17:38;17:53;17:53;18:08;;18:08;;18:32;18:32;18:32;18:38;18:38;18:38;19:08;19:08;;;;;19:38;19:38;19:53;;;;;;20:40;20:40;20:40;;;;;;;;;;22:32;22:32;22:32;;;;;
