RV, Gewerbegebiet Erlen, Mast 2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;02:00;02:00;02:00;02:00;02:00;02:00;02:00;02:00;02:00;02:00;04:00;04:00;04:00;04:00;04:00;04:00;04:00;04:00
RV, Abzw. Riesenhof, Mast 2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;02:01;02:01;02:01;02:01;02:01;02:01;02:01;02:01;02:01;02:01;04:01;04:01;04:01;04:01;04:01;04:01;04:01;04:01
RV Oberzell, Franz-Schubert-Str., Mast 2;05:52;05:52;05:52;05:52;06:22;06:22;06:22;06:22;06:48;06:48;06:52;06:52;06:52;06:52;06:52;06:52;06:52;07:22;07:22;07:22;07:22;07:22;07:32;07:52;07:52;07:52;07:52;07:52;07:52;07:52;08:22;08:22;08:22;08:22;08:52;08:52;08:52;08:52;08:52;08:52;08:52;09:52;09:52;09:52;09:52;09:52;09:52;09:52;10:52;10:52;10:52;10:52;10:52;10:52;10:52;11:52;11:52;11:52;11:52;11:52;11:52;11:52;12:22;12:22;12:52;12:52;12:52;12:52;12:52;12:52;12:52;13:28;13:28;13:52;13:52;13:52;13:52;13:52;13:52;13:52;;;;;14:52;14:52;14:52;14:52;14:52;14:52;14:52;;;;;15:52;15:52;15:52;15:52;15:52;15:52;15:52;16:22;16:22;16:22;16:22;16:52;16:52;16:52;16:52;16:52;16:52;16:52;17:22;17:22;17:22;17:22;17:52;17:52;17:52;17:52;17:52;17:52;17:52;18:22;18:22;18:22;18:22;18:52;18:52;18:52;18:52;18:52;18:52;18:52;19:52;19:52;19:52;19:52;19:52;19:52;19:52;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;20:57;21:27;21:27;21:27;21:27;21:27;21:27;21:27;21:27;21:27;21:27;21:57;21:57;21:57;21:57;21:57;21:57;21:57;21:57;21:57;21:57;21:57;21:57;21:57;21:57;22:27;22:27;22:27;22:27;22:27;22:27;22:27;22:27;22:27;22:27;22:57;22:57;22:57;22:57;22:57;22:57;22:57;22:57;22:57;22:57;22:57;22:57;22:57;22:57;23:57;23:57;23:57;23:57;23:57;23:57;23:57;23:57;23:57;23:57;23:57;23:57;00:57;00:57;00:57;00:57;00:57;00:57;00:57;00:57;00:57;00:57;00:57;00:57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
RV Weißenau, Bahnhof, Mast 2;05:56;05:56;05:56;05:56;06:26;06:26;06:26;06:26;06:52;06:52;06:56;06:56;06:56;06:56;06:56;06:56;06:56;07:26;07:26;07:26;07:26;07:26;07:36;07:56;07:56;07:56;07:56;07:56;07:56;07:56;08:26;08:26;08:26;08:26;08:56;08:56;08:56;08:56;08:56;08:56;08:56;09:56;09:56;09:56;09:56;09:56;09:56;09:56;10:56;10:56;10:56;10:56;10:56;10:56;10:56;11:56;11:56;11:56;11:56;11:56;11:56;11:56;12:26;12:26;12:56;12:56;12:56;12:56;12:56;12:56;12:56;13:32;13:32;13:56;13:56;13:56;13:56;13:56;13:56;13:56;;;;;14:56;14:56;14:56;14:56;14:56;14:56;14:56;;;;;15:56;15:56;15:56;15:56;15:56;15:56;15:56;16:26;16:26;16:26;16:26;16:56;16:56;16:56;16:56;16:56;16:56;16:56;17:26;17:26;17:26;17:26;17:56;17:56;17:56;17:56;17:56;17:56;17:56;18:26;18:26;18:26;18:26;18:56;18:56;18:56;18:56;18:56;18:56;18:56;19:56;19:56;19:56;19:56;19:56;19:56;19:56;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:01;21:31;21:31;21:31;21:31;21:31;21:31;21:31;21:31;21:31;21:31;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:01;22:31;22:31;22:31;22:31;22:31;22:31;22:31;22:31;22:31;22:31;23:01;23:01;23:01;23:01;23:01;23:01;23:01;23:01;23:01;23:01;23:01;23:01;23:01;23:01;00:01;00:01;00:01;00:01;00:01;00:01;00:01;00:01;00:01;00:01;00:01;00:01;01:01;01:01;01:01;01:01;01:01;01:01;01:01;01:01;01:01;01:01;01:01;01:01;02:06;02:06;02:06;02:06;02:06;02:06;02:06;02:06;02:06;02:06;04:06;04:06;04:06;04:06;04:06;04:06;04:06;04:06
RV Weißenau, Torplatz/ZfP, Mast 3;-;-;-;-;-;-;-;-;06:54;06:54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:03;21:33;21:33;21:33;21:33;21:33;21:33;21:33;21:33;21:33;21:33;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:03;22:33;22:33;22:33;22:33;22:33;22:33;22:33;22:33;22:33;22:33;23:03;23:03;23:03;23:03;23:03;23:03;23:03;23:03;23:03;23:03;23:03;23:03;23:03;23:03;00:03;00:03;00:03;00:03;00:03;00:03;00:03;00:03;00:03;00:03;00:03;00:03;01:03;01:03;01:03;01:03;01:03;01:03;01:03;01:03;01:03;01:03;01:03;01:03;02:08;02:08;02:08;02:08;02:08;02:08;02:08;02:08;02:08;02:08;04:08;04:08;04:08;04:08;04:08;04:08;04:08;04:08
RV Weißenau, Torplatz/ZfP, Mast 2;05:58;05:58;05:58;05:58;06:28;06:28;06:28;06:28;;;06:58;06:58;06:58;06:58;06:58;06:58;06:58;07:28;07:28;07:28;07:28;07:28;07:37;07:58;07:58;07:58;07:58;07:58;07:58;07:58;08:28;08:28;08:28;08:28;08:58;08:58;08:58;08:58;08:58;08:58;08:58;09:58;09:58;09:58;09:58;09:58;09:58;09:58;10:58;10:58;10:58;10:58;10:58;10:58;10:58;11:58;11:58;11:58;11:58;11:58;11:58;11:58;12:28;12:28;12:58;12:58;12:58;12:58;12:58;12:58;12:58;13:34;13:34;13:58;13:58;13:58;13:58;13:58;13:58;13:58;;;;;14:58;14:58;14:58;14:58;14:58;14:58;14:58;;;;;15:58;15:58;15:58;15:58;15:58;15:58;15:58;16:28;16:28;16:28;16:28;16:58;16:58;16:58;16:58;16:58;16:58;16:58;17:28;17:28;17:28;17:28;17:58;17:58;17:58;17:58;17:58;17:58;17:58;18:28;18:28;18:28;18:28;18:58;18:58;18:58;18:58;18:58;18:58;18:58;19:58;19:58;19:58;19:58;19:58;19:58;19:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RV Weißenau, Bahnhof, Mast 1;05:59;05:59;05:59;05:59;06:29;06:29;06:29;06:29;;;06:59;06:59;06:59;06:59;06:59;06:59;06:59;07:29;07:29;07:29;07:29;07:29;;07:59;07:59;07:59;07:59;07:59;07:59;07:59;08:29;08:29;08:29;08:29;08:59;08:59;08:59;08:59;08:59;08:59;08:59;09:59;09:59;09:59;09:59;09:59;09:59;09:59;10:59;10:59;10:59;10:59;10:59;10:59;10:59;11:59;11:59;11:59;11:59;11:59;11:59;11:59;12:29;12:29;12:59;12:59;12:59;12:59;12:59;12:59;12:59;13:35;13:35;13:59;13:59;13:59;13:59;13:59;13:59;13:59;;;;;14:59;14:59;14:59;14:59;14:59;14:59;14:59;;;;;15:59;15:59;15:59;15:59;15:59;15:59;15:59;16:29;16:29;16:29;16:29;16:59;16:59;16:59;16:59;16:59;16:59;16:59;17:29;17:29;17:29;17:29;17:59;17:59;17:59;17:59;17:59;17:59;17:59;18:29;18:29;18:29;18:29;18:59;18:59;18:59;18:59;18:59;18:59;18:59;19:59;19:59;19:59;19:59;19:59;19:59;19:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Adolf-Aich, Mast 1;06:01;06:01;06:01;06:01;06:31;06:31;06:31;06:31;;;07:01;07:01;07:01;07:01;07:01;07:01;07:01;07:31;07:31;07:31;07:31;07:31;;08:01;08:01;08:01;08:01;08:01;08:01;08:01;08:31;08:31;08:31;08:31;09:01;09:01;09:01;09:01;09:01;09:01;09:01;10:01;10:01;10:01;10:01;10:01;10:01;10:01;11:01;11:01;11:01;11:01;11:01;11:01;11:01;12:01;12:01;12:01;12:01;12:01;12:01;12:01;12:31;12:31;13:01;13:01;13:01;13:01;13:01;13:01;13:01;13:37;13:37;14:01;14:01;14:01;14:01;14:01;14:01;14:01;14:31;14:31;14:31;14:31;15:01;15:01;15:01;15:01;15:01;15:01;15:01;15:31;15:31;15:31;15:31;16:01;16:01;16:01;16:01;16:01;16:01;16:01;16:31;16:31;16:31;16:31;17:01;17:01;17:01;17:01;17:01;17:01;17:01;17:31;17:31;17:31;17:31;18:01;18:01;18:01;18:01;18:01;18:01;18:01;18:31;18:31;18:31;18:31;19:01;19:01;19:01;19:01;19:01;19:01;19:01;20:01;20:01;20:01;20:01;20:01;20:01;20:01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Raiffeisenstraße, Mast 1;06:02;06:02;06:02;06:02;06:32;06:32;06:32;06:32;;;07:02;07:02;07:02;07:02;07:02;07:02;07:02;07:32;07:32;07:32;07:32;07:32;;08:02;08:02;08:02;08:02;08:02;08:02;08:02;08:32;08:32;08:32;08:32;09:02;09:02;09:02;09:02;09:02;09:02;09:02;10:02;10:02;10:02;10:02;10:02;10:02;10:02;11:02;11:02;11:02;11:02;11:02;11:02;11:02;12:02;12:02;12:02;12:02;12:02;12:02;12:02;12:32;12:32;13:02;13:02;13:02;13:02;13:02;13:02;13:02;13:38;13:38;14:02;14:02;14:02;14:02;14:02;14:02;14:02;14:32;14:32;14:32;14:32;15:02;15:02;15:02;15:02;15:02;15:02;15:02;15:32;15:32;15:32;15:32;16:02;16:02;16:02;16:02;16:02;16:02;16:02;16:32;16:32;16:32;16:32;17:02;17:02;17:02;17:02;17:02;17:02;17:02;17:32;17:32;17:32;17:32;18:02;18:02;18:02;18:02;18:02;18:02;18:02;18:32;18:32;18:32;18:32;19:02;19:02;19:02;19:02;19:02;19:02;19:02;20:02;20:02;20:02;20:02;20:02;20:02;20:02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Am Mühlbach, Mast 1;06:03;06:03;06:03;06:03;06:33;06:33;06:33;06:33;;;07:03;07:03;07:03;07:03;07:03;07:03;07:03;07:33;07:33;07:33;07:33;07:33;;08:03;08:03;08:03;08:03;08:03;08:03;08:03;08:33;08:33;08:33;08:33;09:03;09:03;09:03;09:03;09:03;09:03;09:03;10:03;10:03;10:03;10:03;10:03;10:03;10:03;11:03;11:03;11:03;11:03;11:03;11:03;11:03;12:03;12:03;12:03;12:03;12:03;12:03;12:03;12:33;12:33;13:03;13:03;13:03;13:03;13:03;13:03;13:03;13:39;13:39;14:03;14:03;14:03;14:03;14:03;14:03;14:03;14:33;14:33;14:33;14:33;15:03;15:03;15:03;15:03;15:03;15:03;15:03;15:33;15:33;15:33;15:33;16:03;16:03;16:03;16:03;16:03;16:03;16:03;16:33;16:33;16:33;16:33;17:03;17:03;17:03;17:03;17:03;17:03;17:03;17:33;17:33;17:33;17:33;18:03;18:03;18:03;18:03;18:03;18:03;18:03;18:33;18:33;18:33;18:33;19:03;19:03;19:03;19:03;19:03;19:03;19:03;20:03;20:03;20:03;20:03;20:03;20:03;20:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Eichamt, Mast 1;06:04;06:04;06:04;06:04;06:34;06:34;06:34;06:34;;;07:04;07:04;07:04;07:04;07:04;07:04;07:04;07:34;07:34;07:34;07:34;07:34;;08:04;08:04;08:04;08:04;08:04;08:04;08:04;08:34;08:34;08:34;08:34;09:04;09:04;09:04;09:04;09:04;09:04;09:04;10:04;10:04;10:04;10:04;10:04;10:04;10:04;11:04;11:04;11:04;11:04;11:04;11:04;11:04;12:04;12:04;12:04;12:04;12:04;12:04;12:04;12:34;12:34;13:04;13:04;13:04;13:04;13:04;13:04;13:04;13:40;13:40;14:04;14:04;14:04;14:04;14:04;14:04;14:04;14:34;14:34;14:34;14:34;15:04;15:04;15:04;15:04;15:04;15:04;15:04;15:34;15:34;15:34;15:34;16:04;16:04;16:04;16:04;16:04;16:04;16:04;16:34;16:34;16:34;16:34;17:04;17:04;17:04;17:04;17:04;17:04;17:04;17:34;17:34;17:34;17:34;18:04;18:04;18:04;18:04;18:04;18:04;18:04;18:34;18:34;18:34;18:34;19:04;19:04;19:04;19:04;19:04;19:04;19:04;20:04;20:04;20:04;20:04;20:04;20:04;20:04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Meersburger Brücke, Mast 2;06:06;06:06;06:06;06:06;06:36;06:36;06:36;06:36;;;07:06;07:06;07:06;07:06;07:06;07:06;07:06;07:36;07:36;07:36;07:36;07:36;;08:06;08:06;08:06;08:06;08:06;08:06;08:06;08:36;08:36;08:36;08:36;09:06;09:06;09:06;09:06;09:06;09:06;09:06;10:06;10:06;10:06;10:06;10:06;10:06;10:06;11:06;11:06;11:06;11:06;11:06;11:06;11:06;12:06;12:06;12:06;12:06;12:06;12:06;12:06;12:36;12:36;13:06;13:06;13:06;13:06;13:06;13:06;13:06;13:42;13:42;14:06;14:06;14:06;14:06;14:06;14:06;14:06;14:36;14:36;14:36;14:36;15:06;15:06;15:06;15:06;15:06;15:06;15:06;15:36;15:36;15:36;15:36;16:06;16:06;16:06;16:06;16:06;16:06;16:06;16:36;16:36;16:36;16:36;17:06;17:06;17:06;17:06;17:06;17:06;17:06;17:36;17:36;17:36;17:36;18:06;18:06;18:06;18:06;18:06;18:06;18:06;18:36;18:36;18:36;18:36;19:06;19:06;19:06;19:06;19:06;19:06;19:06;20:06;20:06;20:06;20:06;20:06;20:06;20:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Hl.-Geist-Spital, Mast 2;06:08;06:08;06:07;06:07;06:38;06:38;06:37;06:37;;;07:08;07:08;07:08;07:07;07:07;07:07;07:07;07:38;07:38;07:37;07:38;07:37;;08:07;08:08;08:08;08:08;08:07;08:07;08:07;08:38;08:38;08:37;08:37;09:08;09:08;09:08;09:07;09:07;09:07;09:07;10:08;10:08;10:07;10:08;10:07;10:07;10:07;11:08;11:08;11:08;11:07;11:07;11:07;11:07;12:08;12:07;12:08;12:08;12:07;12:07;12:07;12:38;12:38;13:08;13:08;13:08;13:07;13:07;13:07;13:07;13:44;13:44;14:08;14:08;14:08;14:07;14:07;14:07;14:07;14:38;14:38;14:37;14:37;15:08;15:08;15:08;15:07;15:07;15:07;15:07;15:38;15:38;15:37;15:37;16:08;16:08;16:08;16:07;16:07;16:07;16:07;16:38;16:38;16:37;16:37;17:08;17:08;17:08;17:07;17:07;17:07;17:07;17:38;17:38;17:37;17:37;18:08;18:08;18:08;18:07;18:07;18:07;18:07;18:38;18:37;18:38;18:37;19:08;19:08;19:08;19:07;19:07;19:07;19:07;20:08;20:08;20:08;20:07;20:07;20:07;20:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Marienplatz, Mast 2;06:10;06:10;06:09;06:09;06:40;06:40;06:39;06:39;;;07:10;07:10;07:10;07:09;07:09;07:09;07:09;07:40;07:40;07:39;07:40;07:39;;08:09;08:10;08:10;08:10;08:09;08:09;08:09;08:40;08:40;08:39;08:39;09:10;09:10;09:10;09:09;09:09;09:09;09:09;10:10;10:10;10:09;10:10;10:09;10:09;10:09;11:10;11:10;11:10;11:09;11:09;11:09;11:09;12:10;12:09;12:10;12:10;12:09;12:09;12:09;12:40;12:40;13:10;13:10;13:10;13:09;13:09;13:09;13:09;13:46;13:46;14:10;14:10;14:10;14:09;14:09;14:09;14:09;14:40;14:40;14:39;14:39;15:10;15:10;15:10;15:09;15:09;15:09;15:09;15:40;15:40;15:39;15:39;16:10;16:10;16:10;16:09;16:09;16:09;16:09;16:40;16:40;16:39;16:39;17:10;17:10;17:10;17:09;17:09;17:09;17:09;17:40;17:40;17:39;17:39;18:10;18:10;18:10;18:09;18:09;18:09;18:09;18:40;18:39;18:40;18:39;19:10;19:10;19:10;19:09;19:09;19:09;19:09;20:10;20:10;20:10;20:09;20:09;20:09;20:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Möttelinstraße (Ersatzhalt), Mast 2;-;-;06:10;06:10;-;-;06:40;06:40;;;-;-;-;07:10;07:10;07:10;07:10;-;-;07:40;-;07:40;;08:10;-;-;-;08:10;08:10;08:10;-;-;08:40;08:40;-;-;-;09:10;09:10;09:10;09:10;-;-;10:10;-;10:10;10:10;10:10;-;-;-;11:10;11:10;11:10;11:10;-;12:10;-;-;12:10;12:10;12:10;-;-;-;-;-;13:10;13:10;13:10;13:10;-;-;-;-;-;14:10;14:10;14:10;14:10;-;-;14:40;14:40;-;-;-;15:10;15:10;15:10;15:10;-;-;15:40;15:40;-;-;-;16:10;16:10;16:10;16:10;-;-;16:40;16:40;-;-;-;17:10;17:10;17:10;17:10;-;-;17:40;17:40;-;-;-;18:10;18:10;18:10;18:10;-;18:40;-;18:40;-;-;-;19:10;19:10;19:10;19:10;-;-;-;20:10;20:10;20:10;20:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Frauentor, Mast 2;-;-;-;-;-;-;-;-;;;-;-;-;-;-;-;-;07:42;-;-;07:42;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravensburg, Bahnhof, Mast 10;06:14;06:14;06:14;06:14;06:44;06:44;06:44;06:44;;;07:14;07:14;07:14;07:14;07:14;07:14;07:14;;07:44;07:44;;07:44;;08:14;08:14;08:14;08:14;08:14;08:14;08:14;08:44;08:44;08:44;08:44;09:14;09:14;09:14;09:14;09:14;09:14;09:14;10:14;10:14;10:14;10:14;10:14;10:14;10:14;11:14;11:14;11:14;11:14;11:14;11:14;11:14;12:14;12:14;12:14;12:14;12:14;12:14;12:14;12:44;12:44;13:14;13:14;13:14;13:14;13:14;13:14;13:14;13:50;13:50;14:14;14:14;14:14;14:14;14:14;14:14;14:14;14:44;14:44;14:44;14:44;15:14;15:14;15:14;15:14;15:14;15:14;15:14;15:44;15:44;15:44;15:44;16:14;16:14;16:14;16:14;16:14;16:14;16:14;16:44;16:44;16:44;16:44;17:14;17:14;17:14;17:14;17:14;17:14;17:14;17:44;17:44;17:44;17:44;18:14;18:14;18:14;18:14;18:14;18:14;18:14;18:44;18:44;18:44;18:44;19:14;19:14;19:14;19:14;19:14;19:14;19:14;20:14;20:14;20:14;20:14;20:14;20:14;20:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
