Fahrtlänge;8141;8141;8649;8649;8141;8141;8649;8649;3820;3820;8141;8141;8141;8649;8649;8649;8649;7593;8141;8649;7593;8649;3808;8649;8141;8141;8141;8649;8649;8649;8141;8141;8649;8649;8141;8141;8141;8649;8649;8649;8649;8141;8141;8649;8141;8649;8649;8649;8141;8141;8141;8649;8649;8649;8649;8141;8649;8141;8141;8649;8649;8649;8141;8141;8141;8141;8141;8649;8649;8649;8649;8141;8141;8141;8141;8141;8649;8649;8649;8649;3509;3509;4017;4017;8141;8141;8141;8649;8649;8649;8649;3509;3509;4017;4017;8141;8141;8141;8649;8649;8649;8649;8141;8141;8649;8649;8141;8141;8141;8649;8649;8649;8649;8141;8141;8649;8649;8141;8141;8141;8649;8649;8649;8649;8141;8649;8141;8649;8141;8141;8141;8649;8649;8649;8649;8141;8141;8141;8649;8649;8649;8649;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;2904;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068;9068
Fahrtnummer;7304002;7304002;7304002;7304002;7304004;7304004;7304004;7304004;7304016;7304016;7304006;7304006;7304104;7304006;7304104;7304006;7304104;7304008;7304008;7304008;7304008;7304008;7304078;7304106;7304010;7304010;7304106;7304010;7304106;7304010;7304012;7304012;7304012;7304012;7304014;7304014;7304108;7304014;7304108;7304014;7304108;7304018;7304018;7304018;7304110;7304018;7304110;7304110;7304020;7304020;7304112;7304020;7304112;7304112;7304020;7304022;7304022;7304022;7304114;7304114;7304022;7304114;7304024;7304024;7304026;7304026;7304116;7304026;7304116;7304026;7304116;7304028;7304028;7304030;7304030;7304118;7304030;7304118;7304030;7304118;7304032;7304032;7304032;7304032;7304036;7304036;7304120;7304036;7304120;7304036;7304120;7304038;7304038;7304038;7304038;7304040;7304040;7304122;7304122;7304040;7304122;7304040;7304042;7304042;7304042;7304042;7304044;7304044;7304124;7304044;7304124;7304044;7304124;7304046;7304046;7304046;7304046;7304048;7304048;7304126;7304126;7304048;7304048;7304126;7304050;7304050;7304050;7304050;7304052;7304052;7304128;7304128;7304052;7304052;7304128;7304054;7304054;7304130;7304054;7304130;7304054;7304130;7304060;7304060;7304148;7304202;7304060;7304060;7304148;7304202;7304060;7304148;7304202;7304148;7304060;7304202;7304060;7304132;7304062;7304062;7304062;7304062;7304132;7304062;7304132;7304062;7304132;7304064;7304064;7304064;7304204;7304064;7304134;7304204;7304064;7304134;7304064;7304204;7304134;7304204;7304134;7304136;7304066;7304066;7304066;7304066;7304136;7304066;7304136;7304136;7304066;7304138;7304068;7304206;7304068;7304068;7304138;7304206;7304068;7304068;7304206;7304206;7304138;7304068;7304138;7304070;7304208;7304070;7304140;7304140;7304208;7304070;7304208;7304140;7304070;7304208;7304140;7304072;7304142;7304210;7304142;7304210;7304072;7304072;7304072;7304142;7304142;7304210;7304210;7304144;7304074;7304144;7304074;7304074;7304144;7304144;7304074;7304074;7304144;7304146;7304076;7304076;7304146;7304076;7304146;7304076;7304146
Fußnoten für Fahrplanbuch;Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 1 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1];Rollie, 2 r inv + [1]
Durchbindung von;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:54;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:54;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:11 - 20:55;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 20:53 - 21:25;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:54;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:54;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:23 - 21:54;7303 / 1 / 21:23 - 21:55;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 21:53 - 22:25;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:54;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:54;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:54;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:55;7303 / 1 / 22:23 - 22:55;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:54;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:54;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:55;7303 / 1 / 23:23 - 23:54;7303 / 1 / 23:23 - 23:55;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:54;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:54;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:55;7303 / 1 / 00:23 - 00:54;7303 / 1 / 01:25 - 01:50;7303 / 1 / 01:25 - 01:50;;;7303 / 1 / 01:25 - 01:50;7303 / 1 / 01:25 - 01:50;7303 / 1 / 01:25 - 01:50;7303 / 1 / 01:25 - 01:50;7303 / 1 / 01:25 - 01:50;7303 / 1 / 01:25 - 01:50;;;7303 / 1 / 03:25 - 03:50;7303 / 1 / 03:25 - 03:50;7303 / 1 / 03:25 - 03:50;7303 / 1 / 03:25 - 03:50;7303 / 1 / 03:25 - 03:50;7303 / 1 / 03:25 - 03:50
Durchbindung auf;;;;;;;;;7303 / 2 / 06:55 - 07:12;7303 / 2 / 06:55 - 07:12;;;;;;;;;;;7303 / 2 / 07:42 - 07:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7303 / 2 / 21:03 - 21:17;;7303 / 2 / 21:03 - 21:17;7303 / 2 / 21:03 - 21:17;7303 / 2 / 21:03 - 21:17;;7303 / 2 / 21:03 - 21:17;7303 / 2 / 21:03 - 21:17;7303 / 2 / 21:03 - 21:18;7303 / 2 / 21:03 - 21:18;7303 / 2 / 21:03 - 21:18;7303 / 2 / 21:03 - 21:18;;7303 / 2 / 21:03 - 21:18;7303 / 2 / 21:03 - 21:18;7303 / 2 / 21:33 - 21:47;7303 / 2 / 21:33 - 21:48;7303 / 2 / 21:33 - 21:47;;7303 / 2 / 21:33 - 21:47;7303 / 2 / 21:33 - 21:47;;7303 / 2 / 21:33 - 21:48;7303 / 2 / 21:33 - 21:48;7303 / 2 / 21:33 - 21:48;7303 / 2 / 22:03 - 22:18;;;7303 / 2 / 22:03 - 22:17;7303 / 2 / 22:03 - 22:17;7303 / 2 / 22:03 - 22:17;7303 / 2 / 22:03 - 22:17;7303 / 2 / 22:03 - 22:17;7303 / 2 / 22:03 - 22:17;7303 / 2 / 22:03 - 22:18;7303 / 2 / 22:03 - 22:18;7303 / 2 / 22:03 - 22:18;7303 / 2 / 22:03 - 22:18;7303 / 2 / 22:03 - 22:18;7303 / 2 / 22:33 - 22:47;7303 / 2 / 22:33 - 22:47;;;7303 / 2 / 22:33 - 22:47;7303 / 2 / 22:33 - 22:47;7303 / 2 / 22:33 - 22:48;7303 / 2 / 22:33 - 22:48;7303 / 2 / 22:33 - 22:48;7303 / 2 / 22:33 - 22:48;7303 / 2 / 23:03 - 23:17;7303 / 2 / 23:03 - 23:18;7303 / 2 / 23:03 - 23:17;;7303 / 2 / 23:03 - 23:17;7303 / 2 / 23:03 - 23:17;7303 / 2 / 23:03 - 23:17;;7303 / 2 / 23:03 - 23:17;7303 / 2 / 23:03 - 23:18;7303 / 2 / 23:03 - 23:18;7303 / 2 / 23:03 - 23:18;7303 / 2 / 23:03 - 23:18;7303 / 2 / 23:03 - 23:18;7303 / 2 / 00:03 - 00:17;7303 / 2 / 00:03 - 00:17;7303 / 2 / 00:03 - 00:17;7303 / 2 / 00:03 - 00:17;7303 / 2 / 00:03 - 00:17;7303 / 2 / 00:03 - 00:17;7303 / 2 / 00:03 - 00:18;7303 / 2 / 00:03 - 00:18;7303 / 2 / 00:03 - 00:18;7303 / 2 / 00:03 - 00:18;7303 / 2 / 00:03 - 00:18;7303 / 2 / 00:03 - 00:18;7303 / 2 / 01:03 - 01:17;7303 / 2 / 01:03 - 01:17;7303 / 2 / 01:03 - 01:17;7303 / 2 / 01:03 - 01:17;7303 / 2 / 01:03 - 01:17;7303 / 2 / 01:03 - 01:18;7303 / 2 / 01:03 - 01:17;7303 / 2 / 01:03 - 01:18;7303 / 2 / 01:03 - 01:18;7303 / 2 / 01:03 - 01:18;7303 / 2 / 01:03 - 01:18;7303 / 2 / 01:03 - 01:18;7303 / 2 / 02:08 - 02:18;7303 / 2 / 02:08 - 02:18;;;7303 / 2 / 02:08 - 02:20;7303 / 2 / 02:08 - 02:20;7303 / 2 / 02:08 - 02:20;7303 / 2 / 02:08 - 02:20;7303 / 2 / 02:08 - 02:18;7303 / 2 / 02:08 - 02:18;;;7303 / 2 / 04:08 - 04:18;7303 / 2 / 04:08 - 04:18;7303 / 2 / 04:08 - 04:20;7303 / 2 / 04:08 - 04:20;;
RV Oberzell, Schule, Mast 1;05:47;05:47;05:47;05:47;06:17;06:17;06:17;06:17;06:43;06:43;06:47;06:47;06:47;06:47;06:47;06:47;06:47;07:17;07:17;07:17;07:17;07:17;07:27;07:47;07:47;07:47;07:47;07:47;07:47;07:47;08:17;08:17;08:17;08:17;08:47;08:47;08:47;08:47;08:47;08:47;08:47;09:47;09:47;09:47;09:47;09:47;09:47;09:47;10:47;10:47;10:47;10:47;10:47;10:47;10:47;11:47;11:47;11:47;11:47;11:47;11:47;11:47;12:17;12:17;12:47;12:47;12:47;12:47;12:47;12:47;12:47;13:23;13:23;13:47;13:47;13:47;13:47;13:47;13:47;13:47;;;;;14:47;14:47;14:47;14:47;14:47;14:47;14:47;;;;;15:47;15:47;15:47;15:47;15:47;15:47;15:47;16:17;16:17;16:17;16:17;16:47;16:47;16:47;16:47;16:47;16:47;16:47;17:17;17:17;17:17;17:17;17:47;17:47;17:47;17:47;17:47;17:47;17:47;18:17;18:17;18:17;18:17;18:47;18:47;18:47;18:47;18:47;18:47;18:47;19:47;19:47;19:47;19:47;19:47;19:47;19:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RV Oberzell, Bachbrücke, Mast 1;05:48;05:48;05:48;05:48;06:18;06:18;06:18;06:18;06:44;06:44;06:48;06:48;06:48;06:48;06:48;06:48;06:48;07:18;07:18;07:18;07:18;07:18;07:28;07:48;07:48;07:48;07:48;07:48;07:48;07:48;08:18;08:18;08:18;08:18;08:48;08:48;08:48;08:48;08:48;08:48;08:48;09:48;09:48;09:48;09:48;09:48;09:48;09:48;10:48;10:48;10:48;10:48;10:48;10:48;10:48;11:48;11:48;11:48;11:48;11:48;11:48;11:48;12:18;12:18;12:48;12:48;12:48;12:48;12:48;12:48;12:48;13:24;13:24;13:48;13:48;13:48;13:48;13:48;13:48;13:48;;;;;14:48;14:48;14:48;14:48;14:48;14:48;14:48;;;;;15:48;15:48;15:48;15:48;15:48;15:48;15:48;16:18;16:18;16:18;16:18;16:48;16:48;16:48;16:48;16:48;16:48;16:48;17:18;17:18;17:18;17:18;17:48;17:48;17:48;17:48;17:48;17:48;17:48;18:18;18:18;18:18;18:18;18:48;18:48;18:48;18:48;18:48;18:48;18:48;19:48;19:48;19:48;19:48;19:48;19:48;19:48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RV Oberzell, Sportplatz, Mast 1;05:50;05:50;05:50;05:50;06:20;06:20;06:20;06:20;06:46;06:46;06:50;06:50;06:50;06:50;06:50;06:50;06:50;07:20;07:20;07:20;07:20;07:20;07:30;07:50;07:50;07:50;07:50;07:50;07:50;07:50;08:20;08:20;08:20;08:20;08:50;08:50;08:50;08:50;08:50;08:50;08:50;09:50;09:50;09:50;09:50;09:50;09:50;09:50;10:50;10:50;10:50;10:50;10:50;10:50;10:50;11:50;11:50;11:50;11:50;11:50;11:50;11:50;12:20;12:20;12:50;12:50;12:50;12:50;12:50;12:50;12:50;13:26;13:26;13:50;13:50;13:50;13:50;13:50;13:50;13:50;;;;;14:50;14:50;14:50;14:50;14:50;14:50;14:50;;;;;15:50;15:50;15:50;15:50;15:50;15:50;15:50;16:20;16:20;16:20;16:20;16:50;16:50;16:50;16:50;16:50;16:50;16:50;17:20;17:20;17:20;17:20;17:50;17:50;17:50;17:50;17:50;17:50;17:50;18:20;18:20;18:20;18:20;18:50;18:50;18:50;18:50;18:50;18:50;18:50;19:50;19:50;19:50;19:50;19:50;19:50;19:50;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;20:55;21:25;21:25;21:25;21:25;21:25;21:25;21:25;21:25;21:25;21:25;21:55;21:55;21:55;21:55;21:55;21:55;21:55;21:55;21:55;21:55;21:55;21:55;21:55;21:55;22:25;22:25;22:25;22:25;22:25;22:25;22:25;22:25;22:25;22:25;22:55;22:55;22:55;22:55;22:55;22:55;22:55;22:55;22:55;22:55;22:55;22:55;22:55;22:55;23:55;23:55;23:55;23:55;23:55;23:55;23:55;23:55;23:55;23:55;23:55;23:55;00:55;00:55;00:55;00:55;00:55;00:55;00:55;00:55;00:55;00:55;00:55;00:55;01:50;01:50;01:50;01:50;01:50;01:50;01:50;01:50;01:50;01:50;03:50;03:50;03:50;03:50;03:50;03:50;03:50;03:50
RV Oberzell, Schule, Mast 1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;01:52;01:52;01:52;01:52;01:52;01:52;01:52;01:52;01:52;01:52;03:52;03:52;03:52;03:52;03:52;03:52;03:52;03:52
RV Bavendorf, Abzw.Schaufelhof, Mast 1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;01:53;01:53;01:53;01:53;01:53;01:53;01:53;01:53;01:53;01:53;03:53;03:53;03:53;03:53;03:53;03:53;03:53;03:53
RV Bavendorf, Oberweiler, Mast 1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;01:54;01:54;01:54;01:54;01:54;01:54;01:54;01:54;01:54;01:54;03:54;03:54;03:54;03:54;03:54;03:54;03:54;03:54
RV Bavendorf, Bremhag, Mast 1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;01:55;01:55;01:55;01:55;01:55;01:55;01:55;01:55;01:55;01:55;03:55;03:55;03:55;03:55;03:55;03:55;03:55;03:55
RV Bavendorf, Ortsmitte, Mast 2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;;;;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;01:58;01:58;01:58;01:58;01:58;01:58;01:58;01:58;01:58;01:58;03:58;03:58;03:58;03:58;03:58;03:58;03:58;03:58
